subject,name,x,y,labelx,labely,error
p01,p01\face\1.jpg,1123.1304,226.69333,1308.0,57.0,250.94343859722653
p01,p01\face\2.jpg,395.83386,162.0105,352.0,162.0,43.833863539202625
p01,p01\face\3.jpg,949.672,655.7578,1077.0,762.0,165.8307036276003
p01,p01\face\4.jpg,836.38293,206.62527,1041.0,498.0,356.0440632843075
p01,p01\face\5.jpg,1222.4336,613.07947,1407.0,665.0,191.7302792988108
p01,p01\face\6.jpg,597.8336,332.2238,110.0,288.0,489.8340439628507
p01,p01\face\7.jpg,497.87692,781.2762,433.0,809.0,70.55228557601802
p01,p01\face\8.jpg,590.91187,143.42741,424.0,121.0,168.41187189076072
p01,p01\face\9.jpg,543.282,414.86353,273.0,608.0,332.1957959923635
p01,p01\face\10.jpg,556.69763,338.3952,248.0,269.0,316.4015200263741
p01,p01\face\11.jpg,643.4992,175.19736,432.0,172.0,211.52337156624088
p01,p01\face\12.jpg,690.0802,599.60364,718.0,799.0,201.34156496175845
p01,p01\face\13.jpg,768.8186,554.15576,907.0,648.0,167.03544487248806
p01,p01\face\14.jpg,1031.7084,425.3697,1248.0,106.0,385.7188905148411
p01,p01\face\15.jpg,318.13098,276.36835,26.0,277.0,292.1316591025355
p01,p01\face\16.jpg,408.02466,91.03735,215.0,58.0,195.8315203816791
p01,p01\face\17.jpg,772.41626,122.36307,739.0,89.0,47.22013048114385
p01,p01\face\18.jpg,494.198,838.3385,344.0,889.0,158.51191546300234
p01,p01\face\19.jpg,775.5792,221.53012,617.0,159.0,170.4622735937486
p01,p01\face\20.jpg,502.44727,403.96558,68.0,4.0,590.5225440235114
p01,p01\face\21.jpg,746.663,446.04422,730.0,542.0,97.3918270120753
p01,p01\face\22.jpg,1044.1077,636.90686,1208.0,825.0,249.47891005553956
p01,p01\face\23.jpg,272.1944,472.177,48.0,623.0,270.2049280176067
p01,p01\face\24.jpg,669.17255,533.885,683.0,495.0,41.27035778425752
p01,p01\face\25.jpg,663.9762,251.0883,524.0,262.0,140.40085608935937
p01,p01\face\26.jpg,802.4183,196.22208,676.0,129.0,143.17956110684932
p01,p01\face\27.jpg,1030.8739,683.51135,1310.0,893.0,348.99409020784293
p01,p01\face\28.jpg,765.6395,368.7781,472.0,371.0,293.6479343959361
p01,p01\face\29.jpg,316.81625,63.178783,102.0,192.0,250.48139589099227
p01,p01\face\30.jpg,792.78394,495.3051,689.0,677.0,209.2465930875578
p01,p01\face\31.jpg,720.4509,635.9328,640.0,898.0,274.1378673450642
p01,p01\face\32.jpg,352.89554,690.0597,83.0,775.0,282.94603891466653
p01,p01\face\33.jpg,743.66223,385.94568,621.0,346.0,129.0026344207745
p01,p01\face\34.jpg,1226.5504,346.34174,1329.0,494.0,179.7188885628052
p01,p01\face\35.jpg,418.40714,299.43762,87.0,401.0,346.6202555571443
p01,p01\face\36.jpg,750.7811,606.6456,749.0,890.0,283.3599604522488
p01,p01\face\37.jpg,529.3194,735.4967,464.0,745.0,66.00709079452184
p01,p01\face\38.jpg,303.22882,369.87057,58.0,405.0,247.7322221800184
p01,p01\face\39.jpg,523.04834,169.17389,151.0,172.0,372.05907209070983
p01,p01\face\40.jpg,672.43677,208.39099,306.0,333.0,387.0443288565277
p01,p01\face\41.jpg,988.23914,615.36914,1074.0,828.0,229.27452670052554
p01,p01\face\42.jpg,640.24744,422.75867,339.0,350.0,309.90939956300133
p01,p01\face\43.jpg,302.97998,488.3802,262.0,115.0,375.62231696213155
p01,p01\face\44.jpg,1126.8162,175.87952,1123.0,17.0,158.92533993002814
p01,p01\face\45.jpg,686.6631,581.0101,686.0,725.0,143.99145482458326
p01,p01\face\46.jpg,1149.4716,174.52113,1273.0,337.0,204.10453242456424
p01,p01\face\47.jpg,925.2121,698.28613,859.0,857.0,171.971313923282
p01,p01\face\48.jpg,287.6309,306.2398,86.0,266.0,205.60704708861513
p01,p01\face\49.jpg,742.19336,407.9973,712.0,589.0,183.5037146252086
p01,p01\face\50.jpg,523.4104,545.0424,406.0,899.0,372.9224743495624
p01,p01\face\51.jpg,1191.6136,278.07898,1130.0,45.0,241.08516065386522
p01,p01\face\52.jpg,269.09164,589.9209,4.0,789.0,331.5208326787323
p01,p01\face\53.jpg,1009.0006,114.096504,1025.0,34.0,81.67882628969701
p01,p01\face\54.jpg,600.6549,449.94058,471.0,450.0,129.65492060658553
p01,p01\face\55.jpg,669.7622,224.3339,434.0,209.0,236.26033376870524
p01,p01\face\56.jpg,649.21484,422.11548,618.0,626.0,206.2601891422579
p01,p01\face\57.jpg,698.11664,557.47406,606.0,597.0,100.23858745045493
p01,p01\face\58.jpg,1118.553,595.28564,972.0,744.0,208.7911261883512
p01,p01\face\59.jpg,731.32306,746.9773,577.0,797.0,162.22786106661826
p01,p01\face\60.jpg,732.12476,155.47601,568.0,41.0,200.10421113135027
p01,p01\face\61.jpg,854.5088,786.60315,751.0,802.0,104.64766032979428
p01,p01\face\62.jpg,404.59888,212.7391,50.0,187.0,355.53180896721466
p01,p01\face\63.jpg,1212.2759,697.2174,1268.0,649.0,73.68918639397677
p01,p01\face\64.jpg,252.37364,680.18787,78.0,854.0,246.2048499217674
p01,p01\face\65.jpg,383.12317,575.2079,403.0,579.0,20.235328916945065
p01,p01\face\66.jpg,996.02936,204.77396,1088.0,54.0,176.6108230333011
p01,p01\face\67.jpg,526.9374,590.9238,302.0,892.0,375.8240113404145
p01,p01\face\68.jpg,809.21643,381.6292,641.0,497.0,203.97839959172148
p01,p01\face\69.jpg,734.5677,569.4005,747.0,381.0,188.8102656272958
p01,p01\face\70.jpg,584.30774,395.4511,436.0,332.0,161.3109683673897
p01,p01\face\71.jpg,897.1138,597.082,1004.0,744.0,181.68537150456004
p01,p01\face\72.jpg,850.9775,176.1344,783.0,184.0,68.4310249505387
p01,p01\face\73.jpg,420.29852,378.84937,92.0,381.0,328.30556936336
p01,p01\face\74.jpg,712.1419,332.8416,479.0,529.0,304.68551922433073
p01,p01\face\75.jpg,617.40967,583.84094,528.0,814.0,246.91553464697193
p01,p01\face\76.jpg,832.2206,413.3018,970.0,422.0,138.0537075629445
p01,p01\face\77.jpg,1054.5433,436.10345,1051.0,365.0,71.19168734941074
p01,p01\face\78.jpg,988.75977,484.31543,898.0,652.0,190.6710497656894
p01,p01\face\79.jpg,908.4364,315.38434,897.0,72.0,243.65288930925897
p01,p01\face\80.jpg,879.8187,257.7755,905.0,226.0,40.543554175186095
p01,p01\face\81.jpg,435.86835,342.41992,325.0,446.0,151.72548581854994
p01,p01\face\82.jpg,779.5377,263.9152,465.0,271.0,314.61750090387534
p01,p01\face\83.jpg,542.89716,141.16055,92.0,95.0,453.2538437509383
p01,p01\face\84.jpg,555.316,151.6312,137.0,216.0,423.23942322874416
p01,p01\face\85.jpg,993.39105,587.8967,969.0,734.0,148.1252505272143
p01,p01\face\86.jpg,892.54803,350.5149,915.0,73.0,278.42163955949974
p01,p01\face\87.jpg,940.27856,685.7701,897.0,751.0,78.28139346294239
p01,p01\face\88.jpg,1258.9753,127.021034,1377.0,14.0,163.41228294944662
p01,p01\face\89.jpg,1310.8933,278.54843,1357.0,55.0,228.2536537905801
p01,p01\face\90.jpg,285.1022,614.6203,20.0,870.0,368.1004872993243
p01,p01\face\91.jpg,520.55695,152.07971,303.0,95.0,224.92024628187656
p01,p01\face\92.jpg,828.30884,310.17523,719.0,18.0,311.953184087773
p01,p01\face\93.jpg,1050.7903,284.78015,1258.0,397.0,235.6462606455914
p01,p01\face\94.jpg,950.1738,396.16464,1004.0,515.0,130.45726371593878
p01,p01\face\95.jpg,833.9239,160.20929,764.0,131.0,75.77950062413812
p01,p01\face\96.jpg,764.74164,268.72607,612.0,63.0,256.22885583497424
p01,p01\face\97.jpg,283.68292,565.12036,59.0,707.0,265.7296558534632
p01,p01\face\98.jpg,635.98584,330.47394,803.0,680.0,387.3786301862817
p01,p01\face\99.jpg,790.88934,743.1093,785.0,872.0,129.0251610636468
p01,p01\face\100.jpg,862.94824,329.0952,711.0,482.0,215.56470171389378
p01,p01\face\101.jpg,692.03906,304.9704,535.0,254.0,165.10375525711098
p01,p01\face\102.jpg,482.59363,478.2948,451.0,571.0,97.9408552791556
p01,p01\face\103.jpg,751.7197,52.279686,431.0,30.0,321.49264911891845
