subject,name,x,y,labelx,labely,error
p01,p01\face\1.jpg,1124.5638,226.85437,1308.0,57.0,249.99866405893053
p01,p01\face\2.jpg,406.2599,152.60892,352.0,162.0,55.06657680353278
p01,p01\face\3.jpg,971.4978,639.14905,1077.0,762.0,161.93538931468933
p01,p01\face\4.jpg,868.798,191.23169,1041.0,498.0,351.7958725418762
p01,p01\face\5.jpg,1253.4718,594.1802,1407.0,665.0,169.07499953792694
p01,p01\face\6.jpg,603.5735,326.96637,110.0,288.0,495.1092366841887
p01,p01\face\7.jpg,485.74112,782.92676,433.0,809.0,58.8340012005441
p01,p01\face\8.jpg,599.2265,139.10773,424.0,121.0,176.15963441400245
p01,p01\face\9.jpg,561.9354,412.46082,273.0,608.0,348.8828599974496
p01,p01\face\10.jpg,569.6416,317.13794,248.0,269.0,325.22388922863587
p01,p01\face\11.jpg,660.71826,146.6557,432.0,172.0,230.11817616172783
p01,p01\face\12.jpg,696.3658,587.55084,718.0,799.0,212.5530172833357
p01,p01\face\13.jpg,769.8367,543.93384,907.0,648.0,172.1730086914758
p01,p01\face\14.jpg,1052.1924,417.47595,1248.0,106.0,367.91016651487087
p01,p01\face\15.jpg,338.7889,265.07062,26.0,277.0,313.01631097676045
p01,p01\face\16.jpg,430.6631,96.35861,215.0,58.0,219.0478240447734
p01,p01\face\17.jpg,783.7302,117.35664,739.0,89.0,52.9612319517187
p01,p01\face\18.jpg,496.789,831.8961,344.0,889.0,163.11140987450878
p01,p01\face\19.jpg,788.496,230.53087,617.0,159.0,185.8158635753417
p01,p01\face\20.jpg,501.06003,400.23602,68.0,4.0,586.9786782754549
p01,p01\face\21.jpg,757.54175,428.37738,730.0,542.0,116.91299098448171
p01,p01\face\22.jpg,1058.0101,625.97015,1208.0,825.0,249.21845807192935
p01,p01\face\23.jpg,267.93695,467.1933,48.0,623.0,269.5329148499307
p01,p01\face\24.jpg,688.7881,517.75684,683.0,495.0,23.48138729539646
p01,p01\face\25.jpg,673.84656,237.94296,524.0,262.0,151.76537967781059
p01,p01\face\26.jpg,807.4035,183.94498,676.0,129.0,142.42833998628925
p01,p01\face\27.jpg,1045.8906,666.2427,1310.0,893.0,348.0986188388285
p01,p01\face\28.jpg,770.10876,355.14526,472.0,371.0,298.53008380647333
p01,p01\face\29.jpg,311.3501,61.842377,102.0,192.0,246.51262169765263
p01,p01\face\30.jpg,803.65674,475.62567,689.0,677.0,231.7278340262559
p01,p01\face\31.jpg,740.56006,620.52295,640.0,898.0,295.136991497169
p01,p01\face\32.jpg,352.11584,687.7363,83.0,775.0,282.91037670965693
p01,p01\face\33.jpg,758.7302,364.8958,621.0,346.0,139.0203868817448
p01,p01\face\34.jpg,1251.0038,349.6689,1329.0,494.0,164.05752968661633
p01,p01\face\35.jpg,419.15366,290.59198,87.0,401.0,350.0228340765785
p01,p01\face\36.jpg,751.2334,592.2716,749.0,890.0,297.73676240514874
p01,p01\face\37.jpg,526.5905,729.8505,464.0,745.0,64.39781907458125
p01,p01\face\38.jpg,318.50092,351.365,58.0,405.0,265.96510579397443
p01,p01\face\39.jpg,532.7958,156.71762,151.0,172.0,382.1015081100832
p01,p01\face\40.jpg,677.12524,219.4846,306.0,333.0,388.09754331224514
p01,p01\face\41.jpg,1008.97894,603.66626,1074.0,828.0,233.56662258871665
p01,p01\face\42.jpg,649.62366,414.93274,339.0,350.0,317.3378522962554
p01,p01\face\43.jpg,307.46,469.35577,262.0,115.0,357.25988439789876
p01,p01\face\44.jpg,1155.8774,146.17014,1123.0,17.0,133.28859519619448
p01,p01\face\45.jpg,678.0586,571.7427,686.0,725.0,153.46293704629466
p01,p01\face\46.jpg,1175.4308,198.46312,1273.0,337.0,169.44680212385242
p01,p01\face\47.jpg,936.3342,693.854,859.0,857.0,180.5469446397529
p01,p01\face\48.jpg,281.9472,305.7664,86.0,266.0,199.94168095034613
p01,p01\face\49.jpg,761.8416,389.94458,712.0,589.0,205.20050217713893
p01,p01\face\50.jpg,527.33203,534.33386,406.0,899.0,384.3212970614561
p01,p01\face\51.jpg,1215.6658,243.08723,1130.0,45.0,215.8174593985621
p01,p01\face\52.jpg,269.873,579.94666,4.0,789.0,338.2184944677035
p01,p01\face\53.jpg,1028.0178,95.24779,1025.0,34.0,61.322089671183136
p01,p01\face\54.jpg,613.92505,434.6974,471.0,450.0,143.74192232739549
p01,p01\face\55.jpg,685.046,218.95566,434.0,209.0,251.243345683025
p01,p01\face\56.jpg,670.6239,413.43527,618.0,626.0,218.98181467019128
p01,p01\face\57.jpg,709.9375,542.30884,606.0,597.0,117.44840123699002
p01,p01\face\58.jpg,1138.1359,589.3274,972.0,744.0,226.9906213646282
p01,p01\face\59.jpg,728.7077,740.4043,577.0,797.0,161.92066199608374
p01,p01\face\60.jpg,745.3961,135.41579,568.0,41.0,200.95701693708034
p01,p01\face\61.jpg,850.36206,793.7988,751.0,802.0,99.69994044632124
p01,p01\face\62.jpg,416.4345,202.14996,50.0,187.0,366.7475502644837
p01,p01\face\63.jpg,1220.6687,693.08887,1268.0,649.0,64.68446550853612
p01,p01\face\64.jpg,250.94324,684.3862,78.0,854.0,242.2358258237208
p01,p01\face\65.jpg,369.62012,546.3041,403.0,579.0,46.72515110830301
p01,p01\face\66.jpg,1003.9944,180.05276,1088.0,54.0,151.48017093831126
p01,p01\face\67.jpg,536.42163,579.84076,302.0,892.0,390.3804434458776
p01,p01\face\68.jpg,818.7738,370.40594,641.0,497.0,218.24201732251285
p01,p01\face\69.jpg,750.5061,543.85986,747.0,381.0,162.8976025184226
p01,p01\face\70.jpg,592.9918,378.80493,436.0,332.0,163.8204285566974
p01,p01\face\71.jpg,902.261,582.251,1004.0,744.0,191.08525379722528
p01,p01\face\72.jpg,869.96484,169.2644,783.0,184.0,88.20443284017108
p01,p01\face\73.jpg,411.78857,382.12976,92.0,381.0,319.79056867346793
p01,p01\face\74.jpg,725.9403,327.52136,479.0,529.0,318.70543806154296
p01,p01\face\75.jpg,631.32886,577.2221,528.0,814.0,258.34206974474756
p01,p01\face\76.jpg,851.266,398.50745,970.0,422.0,121.03580065031379
p01,p01\face\77.jpg,1061.2085,429.3094,1051.0,365.0,65.11459624793238
p01,p01\face\78.jpg,1014.05554,480.51114,898.0,652.0,207.06839525263143
p01,p01\face\79.jpg,916.09424,279.6951,897.0,72.0,208.57095615161762
p01,p01\face\80.jpg,890.6855,238.85748,905.0,226.0,19.24110662945798
p01,p01\face\81.jpg,437.43103,313.65976,325.0,446.0,173.65101721916287
p01,p01\face\82.jpg,790.95245,261.68597,465.0,271.0,326.0854949242606
p01,p01\face\83.jpg,546.8741,126.22993,92.0,95.0,455.9448979865879
p01,p01\face\84.jpg,561.60864,147.12439,137.0,216.0,430.15851002857073
p01,p01\face\85.jpg,1022.65894,574.7621,969.0,734.0,168.03569305544877
p01,p01\face\86.jpg,896.1693,323.77026,915.0,73.0,251.4762818090406
p01,p01\face\87.jpg,925.7899,671.25146,897.0,751.0,84.7861337517079
p01,p01\face\88.jpg,1269.772,126.0873,1377.0,14.0,155.1174202418929
p01,p01\face\89.jpg,1334.4641,276.6107,1357.0,55.0,222.753594948544
p01,p01\face\90.jpg,283.34027,594.7986,20.0,870.0,380.8988341738525
p01,p01\face\91.jpg,535.5361,135.13628,303.0,95.0,235.9744590257598
p01,p01\face\92.jpg,832.90063,283.2731,719.0,18.0,288.69217494591015
p01,p01\face\93.jpg,1069.3105,294.3115,1258.0,397.0,214.82234666114232
p01,p01\face\94.jpg,961.4009,372.2023,1004.0,515.0,149.0163385022763
p01,p01\face\95.jpg,848.3816,147.13733,764.0,131.0,85.91080551307996
p01,p01\face\96.jpg,778.7147,257.72845,612.0,63.0,256.34540906753136
p01,p01\face\97.jpg,274.81873,549.5375,59.0,707.0,267.1557071728021
p01,p01\face\98.jpg,647.19916,326.4986,803.0,680.0,386.31223204164786
p01,p01\face\99.jpg,800.08105,744.05457,785.0,872.0,128.8311788980059
p01,p01\face\100.jpg,883.1715,328.44662,711.0,482.0,230.69821839093166
