subject,name,x,y,labelx,labely,error
p07,p07\face\1.jpg,1207.765,698.04004,1301.0,743.0,103.50923211391581
p07,p07\face\2.jpg,602.5238,540.64215,584.0,563.0,29.034544266135597
p07,p07\face\3.jpg,421.4073,451.08807,674.0,622.0,304.9819154474573
p07,p07\face\4.jpg,570.4065,718.14514,1173.0,379.0,691.4755057122414
p07,p07\face\5.jpg,115.462204,147.93657,169.0,88.0,80.36596287161157
p07,p07\face\6.jpg,1367.5457,448.25327,1620.0,100.0,430.1319928231333
p07,p07\face\7.jpg,445.50168,16.832382,142.0,295.0,411.69222044507956
p07,p07\face\8.jpg,1411.4664,486.57397,1778.0,669.0,409.42167672828464
p07,p07\face\9.jpg,842.0791,762.23865,826.0,861.0,100.06168995612157
p07,p07\face\10.jpg,744.4935,548.9764,843.0,430.0,154.46327182780377
p07,p07\face\11.jpg,1289.8555,432.31308,1777.0,192.0,543.1944288190003
p07,p07\face\12.jpg,503.75662,92.74513,242.0,414.0,414.39260897728377
p07,p07\face\13.jpg,776.97815,387.98694,724.0,59.0,333.22528978155304
p07,p07\face\14.jpg,831.758,631.763,1642.0,585.0,811.5903369311392
p07,p07\face\15.jpg,358.67767,747.90906,293.0,432.0,322.6640450026932
p07,p07\face\16.jpg,558.1909,689.6942,706.0,646.0,154.1321153568425
p07,p07\face\17.jpg,753.9862,671.2923,402.0,326.0,493.0730802832375
p07,p07\face\18.jpg,942.40186,739.1703,1428.0,788.0,488.04703282573087
p07,p07\face\19.jpg,44.41548,375.4205,128.0,368.0,83.91326204405952
p07,p07\face\20.jpg,1101.2579,517.5177,1141.0,483.0,52.639370439933074
p07,p07\face\21.jpg,63.60987,541.94775,197.0,384.0,206.73756764313543
p07,p07\face\22.jpg,609.4209,266.46887,546.0,179.0,108.04172190350819
p07,p07\face\23.jpg,878.00256,435.46115,750.0,401.0,132.5602752052816
p07,p07\face\24.jpg,1186.1521,546.69965,1144.0,63.0,485.5328419633424
p07,p07\face\25.jpg,1168.4985,590.0663,1307.0,378.0,253.28791053858058
p07,p07\face\26.jpg,107.47041,510.96936,149.0,407.0,111.956839828458
p07,p07\face\27.jpg,786.27606,727.2841,1001.0,396.0,394.78542431300576
p07,p07\face\28.jpg,1102.3303,357.0866,1321.0,306.0,224.55794248088844
p07,p07\face\29.jpg,817.3217,409.24588,802.0,26.0,383.5520254802469
p07,p07\face\30.jpg,888.3104,928.6772,840.0,843.0,98.35892201047396
p07,p07\face\31.jpg,1194.4376,454.8041,1419.0,667.0,308.95850752973286
p07,p07\face\32.jpg,1012.2088,545.1742,1185.0,527.0,173.7443513020639
p07,p07\face\33.jpg,1272.852,453.51593,1148.0,484.0,128.51969693397194
p07,p07\face\34.jpg,131.98212,428.85538,196.0,258.0,182.45506724259536
p07,p07\face\35.jpg,668.6362,311.90393,361.0,110.0,367.9745235746627
p07,p07\face\36.jpg,83.59347,94.79814,42.0,20.0,85.58492161937025
p07,p07\face\37.jpg,443.52142,661.57263,401.0,878.0,220.5648997460838
p07,p07\face\38.jpg,861.65894,496.84326,787.0,526.0,80.15030740642078
p07,p07\face\39.jpg,335.00452,855.30414,258.0,898.0,88.04903363591647
p07,p07\face\40.jpg,37.86754,791.6661,3.0,807.0,38.09034669990219
p07,p07\face\41.jpg,512.2384,415.52933,616.0,125.0,308.5024437707099
p07,p07\face\42.jpg,1046.7863,250.20929,891.0,193.0,165.95860859149488
p07,p07\face\43.jpg,1154.1069,215.48308,1104.0,345.0,138.8716597820628
p07,p07\face\44.jpg,449.78662,286.698,488.0,115.0,175.8990188822837
p07,p07\face\45.jpg,312.18066,245.9227,92.0,311.0,229.5965551244182
p07,p07\face\46.jpg,619.4276,118.02301,988.0,121.0,368.58441197370246
p07,p07\face\47.jpg,258.12247,764.9623,324.0,739.0,70.80882120298466
p07,p07\face\48.jpg,721.6204,174.55289,650.0,7.0,182.2181577978715
p07,p07\face\49.jpg,591.4934,784.57245,903.0,897.0,331.17414225751384
p07,p07\face\50.jpg,1122.4335,60.404762,1359.0,117.0,243.24214722679127
p07,p07\face\51.jpg,690.79614,435.42426,677.0,443.0,15.739296803453053
p07,p07\face\52.jpg,978.14246,548.568,1067.0,168.0,390.80385905208254
p07,p07\face\53.jpg,1241.0371,306.66583,1371.0,354.0,138.31441339616418
p07,p07\face\54.jpg,906.58826,507.6959,634.0,510.0,272.5980041654744
p07,p07\face\55.jpg,463.77258,547.5113,148.0,549.0,315.776090074122
p07,p07\face\56.jpg,1077.4075,842.68585,1277.0,707.0,241.3458682575693
p07,p07\face\57.jpg,1096.5872,557.411,957.0,301.0,291.9438088057358
p07,p07\face\58.jpg,679.6625,90.61001,323.0,149.0,361.4104531208249
p07,p07\face\59.jpg,1050.2386,530.1838,1224.0,847.0,361.3385164046313
p07,p07\face\60.jpg,854.7565,468.98508,924.0,386.0,108.07955150316363
p07,p07\face\61.jpg,1117.7632,616.9523,1080.0,658.0,55.776107080843765
p07,p07\face\62.jpg,507.8034,289.84158,847.0,121.0,378.8955166005531
p07,p07\face\63.jpg,748.4083,445.92432,352.0,672.0,456.34392868756345
p07,p07\face\64.jpg,422.14923,486.74365,426.0,418.0,68.85142376659687
p07,p07\face\65.jpg,1029.1367,831.6546,1078.0,730.0,112.78864446526742
p07,p07\face\66.jpg,729.9149,493.80286,968.0,496.0,238.09522451636866
p07,p07\face\67.jpg,829.3677,536.36993,801.0,557.0,35.07598476210254
p07,p07\face\68.jpg,174.55746,540.5107,291.0,370.0,206.47701521597992
