subject,name,x,y,labelx,labely,error
p01,p01\face\1.jpg,1015.74475,380.6102,1308.0,57.0,436.04665748059574
p01,p01\face\2.jpg,380.55515,267.52652,352.0,162.0,109.3217414975745
p01,p01\face\3.jpg,888.0842,689.2067,1077.0,762.0,202.45500078721196
p01,p01\face\4.jpg,808.1196,595.9407,1041.0,498.0,252.63736981096048
p01,p01\face\5.jpg,1143.1173,719.2103,1407.0,665.0,269.3934593443204
p01,p01\face\6.jpg,607.19214,520.1907,110.0,288.0,548.7372151130265
p01,p01\face\7.jpg,594.22546,645.2709,433.0,809.0,229.78440982799506
p01,p01\face\8.jpg,624.2002,329.0705,424.0,121.0,288.7446157506664
p01,p01\face\9.jpg,529.9578,534.6924,273.0,608.0,267.2102694976374
p01,p01\face\10.jpg,616.8648,462.88397,248.0,269.0,416.7160304091984
p01,p01\face\11.jpg,732.24054,296.4821,432.0,172.0,325.0233405080318
p01,p01\face\12.jpg,679.7135,619.95386,718.0,799.0,183.0939073433357
p01,p01\face\13.jpg,819.708,632.37744,907.0,648.0,88.678952085423
p01,p01\face\14.jpg,1012.30774,531.62384,1248.0,106.0,486.52492228045213
p01,p01\face\15.jpg,364.21426,436.58694,26.0,277.0,373.97443094414893
p01,p01\face\16.jpg,626.79425,319.1166,215.0,58.0,487.60268149385723
p01,p01\face\17.jpg,706.604,285.3637,739.0,89.0,199.01810729491424
p01,p01\face\18.jpg,588.39307,768.5186,344.0,889.0,272.4770345827332
p01,p01\face\19.jpg,738.5525,446.57144,617.0,159.0,312.2056113365037
p01,p01\face\20.jpg,514.8855,580.571,68.0,4.0,729.4797803914787
p01,p01\face\21.jpg,767.8104,561.1963,730.0,542.0,42.404312663004866
p01,p01\face\22.jpg,1020.38586,610.89044,1208.0,825.0,284.67871144502533
p01,p01\face\23.jpg,433.01065,578.27075,48.0,623.0,387.6001886609448
p01,p01\face\24.jpg,758.38184,553.5576,683.0,495.0,95.45373756760392
p01,p01\face\25.jpg,725.1343,469.37668,524.0,262.0,288.89457960474095
p01,p01\face\26.jpg,783.6994,414.28726,676.0,129.0,304.93931260990274
p01,p01\face\27.jpg,998.39856,667.38184,1310.0,893.0,384.706401850814
p01,p01\face\28.jpg,760.2032,516.28864,472.0,371.0,322.7535703714213
p01,p01\face\29.jpg,401.62228,375.92413,102.0,192.0,351.5701943602444
p01,p01\face\30.jpg,762.2466,605.55884,689.0,677.0,102.31765411574877
p01,p01\face\31.jpg,737.03217,688.39,640.0,898.0,230.97963079836714
p01,p01\face\32.jpg,482.5893,681.21515,83.0,775.0,410.4475644037859
p01,p01\face\33.jpg,796.98315,494.23825,621.0,346.0,230.0970413488622
p01,p01\face\34.jpg,1018.9938,554.78845,1329.0,494.0,315.9099456332453
p01,p01\face\35.jpg,507.96823,482.07828,87.0,401.0,428.70495390186477
p01,p01\face\36.jpg,733.6234,647.0908,749.0,890.0,243.3953750459322
p01,p01\face\37.jpg,675.0156,694.3656,464.0,745.0,217.00561628676803
p01,p01\face\38.jpg,397.33157,611.2612,58.0,405.0,397.1015101645925
p01,p01\face\39.jpg,507.06995,354.27487,151.0,172.0,400.01242168212724
p01,p01\face\40.jpg,678.3464,460.30505,306.0,333.0,393.50782234918785
p01,p01\face\41.jpg,864.43286,710.48987,1074.0,828.0,240.26447016777158
p01,p01\face\42.jpg,624.16614,389.02213,339.0,350.0,287.8236493497364
p01,p01\face\43.jpg,334.9328,614.83026,262.0,115.0,505.1232368194914
p01,p01\face\44.jpg,946.6981,377.59924,1123.0,17.0,401.390298680723
p01,p01\face\45.jpg,746.9079,649.8449,686.0,725.0,96.73706409806171
p01,p01\face\46.jpg,940.38513,428.58963,1273.0,337.0,344.9946557557088
p01,p01\face\47.jpg,885.38354,734.9002,859.0,857.0,124.91777764543764
p01,p01\face\48.jpg,343.19125,469.79495,86.0,266.0,328.14589219202486
p01,p01\face\49.jpg,781.43884,594.8495,712.0,589.0,69.68478484060384
p01,p01\face\50.jpg,598.611,664.0508,406.0,899.0,303.8093820555909
p01,p01\face\51.jpg,916.53455,375.03378,1130.0,45.0,393.0519009940036
p01,p01\face\52.jpg,345.7612,597.3895,4.0,789.0,391.81028173722035
p01,p01\face\53.jpg,882.0193,330.44308,1025.0,34.0,329.12305354532674
p01,p01\face\54.jpg,701.5571,562.4096,471.0,450.0,256.5005025579872
p01,p01\face\55.jpg,692.7894,438.71713,434.0,209.0,346.0374686179229
p01,p01\face\56.jpg,614.71454,621.1301,618.0,626.0,5.874514620595296
p01,p01\face\57.jpg,714.38306,663.5086,606.0,597.0,127.1624207460679
p01,p01\face\58.jpg,1018.4487,751.0365,972.0,744.0,46.97868480674906
p01,p01\face\59.jpg,719.4679,656.20715,577.0,797.0,200.29909276504475
p01,p01\face\60.jpg,735.1771,302.2049,568.0,41.0,310.1228587189277
p01,p01\face\61.jpg,863.5879,710.67505,751.0,802.0,144.96993222734153
