subject,name,x,y,labelx,labely,error
p01,p01\face\1.jpg,986.5341,480.2909,1308.0,57.0,531.5218716101906
p01,p01\face\2.jpg,319.62506,398.25198,352.0,162.0,238.45992686141207
p01,p01\face\3.jpg,993.4035,739.82733,1077.0,762.0,86.48700171033651
p01,p01\face\4.jpg,594.3866,619.8375,1041.0,498.0,462.9340193267287
p01,p01\face\5.jpg,1053.7023,682.2679,1407.0,665.0,353.7194774818034
p01,p01\face\6.jpg,721.9067,528.30634,110.0,288.0,657.4016323755212
p01,p01\face\7.jpg,657.62415,687.3317,433.0,809.0,255.45875553844303
p01,p01\face\8.jpg,720.8881,468.24265,424.0,121.0,456.85884034349164
p01,p01\face\9.jpg,502.89755,591.5287,273.0,608.0,230.48684886561315
p01,p01\face\10.jpg,694.7742,573.89484,248.0,269.0,540.8955536885102
p01,p01\face\11.jpg,826.4235,454.89896,432.0,172.0,485.38824666446135
p01,p01\face\12.jpg,686.9208,700.20667,718.0,799.0,103.56660183488208
p01,p01\face\13.jpg,866.38794,660.0106,907.0,648.0,42.35084984297098
p01,p01\face\14.jpg,984.3085,661.40735,1248.0,106.0,614.8256104376264
p01,p01\face\15.jpg,469.34473,548.358,26.0,277.0,519.7977371055015
p01,p01\face\16.jpg,727.9602,462.87045,215.0,58.0,653.4892883590365
p01,p01\face\17.jpg,877.9917,385.40298,739.0,89.0,327.37352042430064
p01,p01\face\18.jpg,839.2175,812.3157,344.0,889.0,501.1196370379034
p01,p01\face\19.jpg,928.9807,519.55066,617.0,159.0,476.7900481343964
p01,p01\face\20.jpg,697.53076,533.8625,68.0,4.0,822.8385321556107
p01,p01\face\21.jpg,903.66956,652.86145,730.0,542.0,206.0373145816068
p01,p01\face\22.jpg,1093.285,709.10706,1208.0,825.0,163.06654843575367
p01,p01\face\23.jpg,432.85983,653.011,48.0,623.0,386.0281725470306
p01,p01\face\24.jpg,823.63525,567.8976,683.0,495.0,158.4055934342282
p01,p01\face\25.jpg,807.6133,556.93884,524.0,262.0,409.1764976755141
p01,p01\face\26.jpg,880.59406,546.1225,676.0,129.0,464.59649831870234
p01,p01\face\27.jpg,1043.7379,691.99756,1310.0,893.0,333.6127760967796
p01,p01\face\28.jpg,906.33826,596.7521,472.0,371.0,489.5035431434588
