subject,name,x,y,labelx,labely,error
p09,p09\face\1.jpg,658.9494,281.57578,542.0,268.0,117.73471818961262
p09,p09\face\2.jpg,422.19226,629.3042,298.0,419.0,244.23671758920688
p09,p09\face\3.jpg,1067.1824,737.67737,942.0,772.0,129.80242648685348
p09,p09\face\4.jpg,767.28613,532.3977,757.0,247.0,285.5830111368672
p09,p09\face\5.jpg,606.1584,334.16064,349.0,234.0,275.97571224656707
p09,p09\face\6.jpg,1201.663,294.9661,1023.0,171.0,217.45814970931764
p09,p09\face\7.jpg,1118.7534,381.86896,1054.0,217.0,177.12927284013503
p09,p09\face\8.jpg,816.1912,537.8696,696.0,213.0,346.3902468676045
p09,p09\face\9.jpg,1157.2881,860.2483,1132.0,805.0,60.76068699401262
p09,p09\face\10.jpg,277.3789,419.95398,514.0,111.0,389.1556364425421
p09,p09\face\11.jpg,801.75867,384.5448,1336.0,231.0,555.8685208752156
p09,p09\face\12.jpg,234.55127,533.3919,472.0,240.0,377.43968889082134
p09,p09\face\13.jpg,324.1361,464.70648,52.0,298.0,319.13807258771243
p09,p09\face\14.jpg,1379.2217,429.42538,1439.0,214.0,223.56553150027398
p09,p09\face\15.jpg,1056.5908,582.4503,1387.0,468.0,349.6699895079645
p09,p09\face\16.jpg,1291.69,777.085,1298.0,523.0,254.1633640495813
p09,p09\face\17.jpg,588.51135,278.29706,634.0,340.0,76.65813542320541
p09,p09\face\18.jpg,238.83447,428.77942,330.0,456.0,95.14259446352091
p09,p09\face\19.jpg,503.22214,855.49927,159.0,783.0,351.7741085377092
p09,p09\face\20.jpg,766.60516,539.6393,708.0,129.0,414.80017779649035
p09,p09\face\21.jpg,1010.05005,503.13303,1332.0,531.0,323.15374630352034
p09,p09\face\22.jpg,1131.3727,865.57275,1016.0,766.0,152.39944174356415
p09,p09\face\23.jpg,1261.1528,656.6968,1256.0,433.0,223.7561189805767
p09,p09\face\24.jpg,231.7216,738.6982,403.0,410.0,370.6464369854377
p09,p09\face\25.jpg,1345.0829,442.63943,1227.0,112.0,351.0925915089921
p09,p09\face\26.jpg,1053.4895,404.6839,1009.0,182.0,227.08463971336766
p09,p09\face\27.jpg,1115.6688,642.5747,1306.0,463.0,261.673520345487
p09,p09\face\28.jpg,1007.5933,458.12933,786.0,277.0,286.2017426571683
p09,p09\face\29.jpg,163.9356,366.68765,195.0,76.0,292.34279963768563
p09,p09\face\30.jpg,1228.6129,756.6052,873.0,694.0,361.0816541137198
p09,p09\face\31.jpg,691.6117,588.63464,506.0,321.0,325.6992477731565
p09,p09\face\32.jpg,1156.7817,792.9728,1267.0,764.0,113.96265750098802
p09,p09\face\33.jpg,927.22217,808.7717,831.0,697.0,147.48432120059405
p09,p09\face\34.jpg,604.3137,553.8901,483.0,497.0,133.9906713170734
p09,p09\face\35.jpg,223.28168,203.26447,286.0,113.0,109.91479299325455
p09,p09\face\36.jpg,295.69067,321.09787,63.0,177.0,273.6953427170437
p09,p09\face\37.jpg,752.74927,324.85214,797.0,216.0,117.50283407486391
p09,p09\face\38.jpg,812.0209,728.87085,757.0,822.0,108.16809112441616
p09,p09\face\39.jpg,1112.3457,458.20563,1051.0,129.0,334.87257371274825
p09,p09\face\40.jpg,544.29724,638.4711,450.0,492.0,174.20034936460374
p09,p09\face\41.jpg,1350.2069,907.3691,1025.0,822.0,336.2252430477224
p09,p09\face\42.jpg,937.10364,750.0661,905.0,653.0,102.23733016705542
p09,p09\face\43.jpg,677.0819,285.6046,563.0,186.0,151.44557345379891
p09,p09\face\44.jpg,775.50525,428.14575,664.0,437.0,111.8562396979936
p09,p09\face\45.jpg,169.23792,158.9378,141.0,367.0,209.96964996458416
p09,p09\face\46.jpg,1074.1481,608.1682,1436.0,446.0,396.52912093565084
p09,p09\face\47.jpg,1147.1836,304.23886,1133.0,10.0,294.5805147790668
p09,p09\face\48.jpg,856.58545,791.412,921.0,861.0,94.82471493497884
p09,p09\face\49.jpg,262.50702,675.54895,390.0,635.0,133.78593997268547
p09,p09\face\50.jpg,602.4397,812.62317,403.0,572.0,312.53112345012937
p09,p09\face\51.jpg,876.19165,531.9855,814.0,263.0,276.08149555430185
p09,p09\face\52.jpg,867.85144,636.0651,1385.0,393.0,571.4221567720314
p09,p09\face\53.jpg,1096.4048,771.9064,1281.0,881.0,214.4220429433504
p09,p09\face\54.jpg,880.3393,655.69507,844.0,569.0,94.00308027699145
p09,p09\face\55.jpg,193.28174,344.8882,82.0,168.0,208.9810099028139
p09,p09\face\56.jpg,237.34772,632.6105,244.0,671.0,38.96162913588028
p09,p09\face\57.jpg,264.18317,479.03333,303.0,140.0,341.24821428104207
p09,p09\face\58.jpg,1187.7062,753.9403,1113.0,635.0,140.45571755450186
p09,p09\face\59.jpg,1193.3074,730.56616,869.0,440.0,435.43537838581744
p09,p09\face\60.jpg,439.67615,543.999,36.0,92.0,606.0177905804417
p09,p09\face\61.jpg,827.37506,765.6594,737.0,537.0,245.87148097380063
p09,p09\face\62.jpg,780.4675,650.3999,146.0,754.0,642.870126853006
p09,p09\face\63.jpg,745.39795,485.40405,1385.0,156.0,719.4427096718682
p09,p09\face\64.jpg,96.775406,379.81665,174.0,179.0,215.15335192311088
p09,p09\face\65.jpg,244.49214,701.8679,69.0,866.0,240.28489763455798
p09,p09\face\66.jpg,308.22058,676.9248,35.0,568.0,294.1327825149723
p09,p09\face\67.jpg,559.127,499.03424,726.0,376.0,207.32587762083634
p09,p09\face\68.jpg,453.5795,568.67126,290.0,427.0,216.40009242142204
p09,p09\face\69.jpg,724.4668,655.8164,861.0,520.0,192.58092860535282
p09,p09\face\70.jpg,515.6022,637.94006,572.0,475.0,172.42441731813972
p09,p09\face\71.jpg,1042.0953,428.4422,1137.0,164.0,280.95654134581025
p09,p09\face\72.jpg,533.57965,785.625,516.0,730.0,58.33682211479406
p09,p09\face\73.jpg,498.23227,509.52274,301.0,521.0,197.56592056513693
p09,p09\face\74.jpg,1296.5902,336.25107,1116.0,91.0,304.56675171462825
p09,p09\face\75.jpg,541.40027,699.41296,286.0,518.0,313.27298149936263
p09,p09\face\76.jpg,210.13245,522.573,320.0,625.0,150.20709011852603
p09,p09\face\77.jpg,83.313934,441.53918,157.0,207.0,245.8419525325163
p09,p09\face\78.jpg,1204.936,704.7782,1355.0,623.0,170.90016731267409
p09,p09\face\79.jpg,98.92432,445.8452,16.0,56.0,398.567101471007
p09,p09\face\80.jpg,410.84464,793.71985,109.0,861.0,309.2520083807056
p09,p09\face\81.jpg,318.33252,830.60693,138.0,571.0,316.0942551281184
p09,p09\face\82.jpg,481.54343,144.99762,577.0,164.0,97.32958364013739
p09,p09\face\83.jpg,1017.4498,803.2998,960.0,721.0,100.36802396368577
p09,p09\face\84.jpg,836.96655,672.6382,767.0,237.0,441.22096221734523
p09,p09\face\85.jpg,584.4493,849.698,350.0,882.0,236.664071655374
p09,p09\face\86.jpg,197.13214,173.29878,363.0,91.0,185.16272404293474
p09,p09\face\87.jpg,385.0628,611.71533,157.0,325.0,366.3581964757988
p09,p09\face\88.jpg,554.9708,539.5926,231.0,348.0,376.3838632300806
p09,p09\face\89.jpg,138.14545,403.51654,132.0,78.0,325.57454023618004
p09,p09\face\90.jpg,379.43225,583.298,325.0,713.0,140.66088431045782
p09,p09\face\91.jpg,750.1884,719.04456,729.0,538.0,182.28022940310888
p09,p09\face\92.jpg,936.6496,391.91486,998.0,126.0,272.9003223477393
p09,p09\face\93.jpg,1112.0216,288.289,1094.0,144.0,145.41008819885917
p09,p09\face\94.jpg,734.8544,659.3905,754.0,556.0,105.14823056345266
p09,p09\face\95.jpg,357.59827,756.4696,287.0,560.0,208.76882400157356
p09,p09\face\96.jpg,1119.6702,671.73157,1373.0,694.0,254.30667847846624
p09,p09\face\97.jpg,647.94104,717.803,699.0,668.0,71.3256896490055
p09,p09\face\98.jpg,159.16919,348.2082,303.0,70.0,313.1886038196473
p09,p09\face\99.jpg,209.84229,162.57298,424.0,11.0,262.36977424524343
p09,p09\face\100.jpg,1039.827,767.6186,1369.0,575.0,381.3879463551516
p09,p09\face\101.jpg,368.31528,296.26947,455.0,117.0,199.12756001179244
p09,p09\face\102.jpg,166.2481,287.90784,179.0,88.0,200.314138058825
p09,p09\face\103.jpg,819.65295,663.56805,399.0,424.0,484.08857660556293
p09,p09\face\104.jpg,956.21387,713.5056,1323.0,878.0,401.983169734754
p09,p09\face\105.jpg,916.5376,893.17004,1142.0,707.0,292.3911389303718
