subject,name,x,y,labelx,labely,error
p00,p00\face\1.jpg,1516.8569,561.5741,1276.0,134.0,490.74603602576354
p00,p00\face\2.jpg,815.57806,784.15356,700.0,702.0,141.80090300752673
p00,p00\face\3.jpg,1165.9857,131.25417,1018.0,95.0,152.36186751242911
p00,p00\face\4.jpg,672.3027,593.4813,606.0,510.0,106.60757844191942
p00,p00\face\5.jpg,1025.8031,238.3605,996.0,153.0,90.41371652973208
p00,p00\face\6.jpg,1107.0345,726.04095,1063.0,594.0,139.18999773241612
p00,p00\face\7.jpg,758.48737,268.40668,599.0,196.0,175.15406722547152
p00,p00\face\8.jpg,68.46758,397.7382,2.0,648.0,258.93805062697913
p00,p00\face\9.jpg,1058.5747,643.7265,941.0,672.0,120.92643279464379
p00,p00\face\10.jpg,600.6147,181.12483,513.0,151.0,92.64900899193418
p00,p00\face\11.jpg,1050.5673,402.1088,813.0,326.0,249.46091878288271
p00,p00\face\12.jpg,1494.5477,295.1103,1241.0,55.0,349.198233457731
p00,p00\face\13.jpg,1288.5602,321.67465,1065.0,214.0,248.1390502948901
p00,p00\face\14.jpg,202.43799,419.9808,209.0,437.0,18.240422492237194
p00,p00\face\15.jpg,807.634,162.56256,702.0,203.0,113.10933938561395
p00,p00\face\16.jpg,1475.1549,328.72745,1267.0,209.0,240.1314744051683
p00,p00\face\17.jpg,770.1287,769.25385,725.0,697.0,85.18931697438653
p00,p00\face\18.jpg,943.8393,302.8411,831.0,121.0,214.0067536901581
p00,p00\face\19.jpg,1005.56885,309.5796,979.0,176.0,136.19621931702068
p00,p00\face\20.jpg,349.31058,503.97684,183.0,459.0,172.28501095568356
p00,p00\face\21.jpg,1071.9525,432.7363,916.0,325.0,189.54761110338478
p00,p00\face\22.jpg,976.5489,844.7399,837.0,532.0,342.4619048157036
p00,p00\face\23.jpg,764.3236,533.1999,727.0,478.0,66.63392221566842
p00,p00\face\24.jpg,332.2747,88.74588,225.0,128.0,114.23109970855135
p00,p00\face\25.jpg,230.99472,777.57666,175.0,702.0,94.05976947864055
p00,p00\face\26.jpg,588.4442,724.7672,468.0,754.0,123.9409708603757
p00,p00\face\27.jpg,104.87769,476.50403,58.0,447.0,55.3895825889219
p00,p00\face\28.jpg,60.01406,202.46077,94.0,248.0,56.823109054822496
p00,p00\face\29.jpg,732.09827,671.9613,594.0,688.0,139.02651219731436
p00,p00\face\30.jpg,935.2819,397.0685,731.0,462.0,214.3529780962933
p00,p00\face\31.jpg,621.4042,347.23578,446.0,451.0,203.79803881539195
p00,p00\face\32.jpg,600.0352,670.06287,349.0,684.0,251.4218007154511
p00,p00\face\33.jpg,267.61108,686.62946,122.0,624.0,158.50879189929813
p00,p00\face\34.jpg,1514.1337,459.561,1217.0,295.0,339.65973322576815
p00,p00\face\35.jpg,330.06174,719.7461,266.0,691.0,70.21569725228825
p00,p00\face\36.jpg,764.8686,495.92245,687.0,515.0,80.17150500548028
p00,p00\face\37.jpg,1286.0593,262.67883,1147.0,129.0,192.8925279624641
p00,p00\face\38.jpg,364.23557,613.4445,279.0,428.0,204.09500124023126
p00,p00\face\39.jpg,80.04898,185.34616,85.0,464.0,278.69782303150487
p00,p00\face\40.jpg,428.82828,691.16266,232.0,649.0,201.2934735653394
p00,p00\face\41.jpg,544.71014,138.73032,305.0,161.0,240.74237397059954
p00,p00\face\42.jpg,1240.6832,713.197,1081.0,771.0,169.82319045296788
p00,p00\face\43.jpg,480.33426,796.57294,455.0,647.0,151.7032915657238
p00,p00\face\44.jpg,99.83641,306.4346,163.0,159.0,160.39513586569575
p00,p00\face\45.jpg,751.3953,709.23236,635.0,564.0,186.11908150428854
p00,p00\face\46.jpg,1188.5243,674.6809,881.0,663.0,307.74605247265157
p00,p00\face\47.jpg,1256.4912,236.52701,929.0,86.0,360.4287377554681
p00,p00\face\48.jpg,885.537,478.1838,613.0,37.0,518.5745486427193
p00,p00\face\49.jpg,311.70844,206.63635,242.0,89.0,136.73908777302853
p00,p00\face\50.jpg,291.0493,295.09564,324.0,225.0,77.4541699167966
p00,p00\face\51.jpg,262.5137,740.73206,200.0,755.0,64.1212687754617
p00,p00\face\52.jpg,871.1165,337.55417,773.0,219.0,153.889380420645
p00,p00\face\53.jpg,182.25836,244.74155,49.0,458.0,251.46960241249835
p00,p00\face\54.jpg,845.3497,674.3754,771.0,685.0,75.10495910931914
p00,p00\face\55.jpg,1231.11,726.384,853.0,711.0,378.422816602012
p00,p00\face\56.jpg,950.46124,697.7871,882.0,707.0,69.07835649418347
p00,p00\face\57.jpg,572.0895,397.28223,553.0,419.0,28.914872024941594
p00,p00\face\58.jpg,283.0795,440.05582,132.0,257.0,237.3487923262935
p00,p00\face\59.jpg,389.37958,557.894,314.0,603.0,87.84436977280474
p00,p00\face\60.jpg,460.6576,352.82962,320.0,234.0,184.13321010208887
p00,p00\face\61.jpg,172.15233,439.21408,96.0,450.0,76.91237341022412
p00,p00\face\62.jpg,1101.9008,490.54135,942.0,687.0,253.306632364808
p00,p00\face\63.jpg,1032.4703,710.4016,874.0,705.0,158.56237066411754
p00,p00\face\64.jpg,1385.4313,605.601,1246.0,393.0,254.24451505883073
p00,p00\face\65.jpg,204.31271,138.91467,275.0,113.0,75.28786552501339
p00,p00\face\66.jpg,1011.43,570.5504,907.0,503.0,124.37315482299627
p00,p00\face\67.jpg,259.98215,672.2507,131.0,601.0,147.35349583357362
p00,p00\face\68.jpg,434.6114,300.11353,248.0,86.0,284.0218549029282
p00,p00\face\69.jpg,1292.7952,201.4558,1185.0,139.0,124.58139674149788
p00,p00\face\70.jpg,1062.7957,196.80151,941.0,16.0,217.99854859035185
p00,p00\face\71.jpg,965.4031,705.22955,856.0,526.0,209.98158401393204
p00,p00\face\72.jpg,1226.0892,506.3079,1124.0,379.0,163.18551320123365
p00,p00\face\73.jpg,1187.1906,617.64557,1053.0,508.0,173.28950893302803
p00,p00\face\74.jpg,333.7971,743.7013,160.0,750.0,173.91118872142758
p00,p00\face\75.jpg,403.34628,717.93646,440.0,521.0,200.31840864920528
p00,p00\face\76.jpg,1246.2614,293.90305,1092.0,85.0,259.6864395285206
p00,p00\face\77.jpg,426.9549,409.27524,302.0,456.0,133.40513366246444
p00,p00\face\78.jpg,1270.2808,592.9971,1056.0,576.0,214.95382861791506
p00,p00\face\79.jpg,193.87442,527.6131,82.0,531.0,111.92567375411461
p00,p00\face\80.jpg,418.2093,198.92857,317.0,79.0,156.9273194627054
p00,p00\face\81.jpg,527.2564,434.94516,413.0,187.0,273.0042639319027
p00,p00\face\82.jpg,95.39931,145.11426,12.0,23.0,147.87608304759766
p00,p00\face\83.jpg,485.14844,319.21786,335.0,319.0,150.14859176620672
p00,p00\face\84.jpg,681.25214,421.81445,529.0,404.0,153.29079672105237
