subjcet,name,x,y,labelx,labely,error
p11,p11\face\1.jpg,149.71893,187.40527,405.0,77.0,278.1326122553772
p11,p11\face\2.jpg,1338.0045,755.4734,1133.0,125.0,662.9657089548448
p11,p11\face\3.jpg,941.444,351.72278,892.0,308.0,66.0029370203516
p11,p11\face\4.jpg,816.33264,786.6887,998.0,664.0,219.21576307658626
p11,p11\face\5.jpg,1108.2618,315.83154,1184.0,80.0,247.69494374381162
p11,p11\face\6.jpg,910.52563,638.5194,746.0,566.0,179.79918811517197
p11,p11\face\7.jpg,738.70703,708.0,880.0,560.0,204.61598941676087
p11,p11\face\8.jpg,105.19681,321.80066,131.0,239.0,86.72804567295402
p11,p11\face\9.jpg,204.45964,359.30652,223.0,367.0,20.073230951445712
p11,p11\face\10.jpg,1261.4456,336.26376,1143.0,354.0,119.7661213704652
p11,p11\face\11.jpg,490.85712,169.91753,408.0,40.0,154.0904513183734
p11,p11\face\12.jpg,1051.8469,388.25577,903.0,194.0,244.7257872344065
p11,p11\face\13.jpg,346.77582,224.4502,152.0,196.0,196.84266599558643
p11,p11\face\14.jpg,160.6291,208.17473,218.0,166.0,71.20482737431676
p11,p11\face\15.jpg,535.9115,213.55362,618.0,101.0,139.30843421613065
p11,p11\face\16.jpg,626.05566,714.76654,631.0,461.0,253.81470080306616
p11,p11\face\17.jpg,682.6317,843.86633,545.0,405.0,459.94145347533095
p11,p11\face\18.jpg,1222.7993,816.9372,993.0,606.0,311.93304820505955
p11,p11\face\19.jpg,66.05663,713.73816,15.0,420.0,298.1423999115188
p11,p11\face\20.jpg,783.692,177.21487,818.0,90.0,93.720177548314
p11,p11\face\21.jpg,238.54605,328.96524,317.0,235.0,122.41114443240043
p11,p11\face\22.jpg,727.16125,491.01282,663.0,733.0,250.34868652291746
p11,p11\face\23.jpg,538.72095,493.43323,426.0,670.0,209.4799177427278
p11,p11\face\24.jpg,449.0778,716.1365,524.0,272.0,450.4115305750953
p11,p11\face\25.jpg,520.66907,878.0348,564.0,553.0,327.91033454284417
p11,p11\face\26.jpg,156.8477,561.7847,197.0,499.0,74.5260283810294
p11,p11\face\27.jpg,47.0128,293.54022,243.0,247.0,201.43726729741445
p11,p11\face\28.jpg,428.9246,595.7281,630.0,543.0,207.87392889080633
p11,p11\face\29.jpg,173.06606,642.4253,349.0,195.0,480.7724416238934
p11,p11\face\30.jpg,89.77115,951.0951,37.0,716.0,240.94500636815448
p11,p11\face\31.jpg,308.97,289.51816,341.0,19.0,272.40776822164963
p11,p11\face\32.jpg,443.27936,974.0089,502.0,791.0,192.19879031877386
p11,p11\face\33.jpg,1166.4214,758.5107,1231.0,520.0,247.09864869622416
p11,p11\face\34.jpg,81.706474,386.53528,122.0,198.0,192.79293863495104
p11,p11\face\35.jpg,258.00656,107.73136,353.0,213.0,141.79294157767515
p11,p11\face\36.jpg,1284.303,416.8247,1169.0,234.0,216.14729316776095
p11,p11\face\37.jpg,1103.4666,645.4039,1195.0,293.0,364.0973212961062
p11,p11\face\38.jpg,1372.5382,359.34726,1248.0,429.0,142.69292039638827
p11,p11\face\39.jpg,744.39465,570.93396,821.0,271.0,309.5622160810327
p11,p11\face\40.jpg,736.36865,457.23193,716.0,33.0,424.72062508783347
p11,p11\face\41.jpg,1023.901,632.1159,1107.0,423.0,225.02201281208022
p11,p11\face\42.jpg,154.31775,593.4706,7.0,288.0,339.1383152564747
p11,p11\face\43.jpg,109.70541,845.68896,194.0,588.0,271.1257635996624
p11,p11\face\44.jpg,1029.2029,744.2541,894.0,466.0,309.36249974746454
p11,p11\face\45.jpg,513.375,851.5442,585.0,797.0,90.02893415105501
p11,p11\face\46.jpg,1427.9362,954.4404,1061.0,673.0,462.44011436617393
p11,p11\face\47.jpg,101.50714,695.20746,23.0,744.0,92.43420907765966
p11,p11\face\48.jpg,289.46576,898.6044,317.0,660.0,240.18780087152635
p11,p11\face\49.jpg,1387.2839,299.2287,1129.0,18.0,381.8378869035916
p11,p11\face\50.jpg,490.3152,296.939,458.0,113.0,186.75605537371473
p11,p11\face\51.jpg,818.4665,951.05554,880.0,669.0,288.68963113523836
p11,p11\face\52.jpg,1210.6677,885.08563,1217.0,700.0,185.193922855206
p11,p11\face\53.jpg,1001.7477,186.92387,864.0,86.0,170.7631423382985
p11,p11\face\54.jpg,431.34668,426.72803,228.0,714.0,351.9588931963504
p11,p11\face\55.jpg,761.7114,896.54175,800.0,715.0,185.53550030924
p11,p11\face\56.jpg,375.67975,259.0504,534.0,0.0,303.5991137585879
p11,p11\face\57.jpg,355.8514,772.4513,464.0,151.0,630.7914423563465
p11,p11\face\58.jpg,171.2908,481.34406,143.0,293.0,190.4569648733015
p11,p11\face\59.jpg,764.33826,914.32117,727.0,713.0,204.75437838725207
p11,p11\face\60.jpg,1125.2927,235.5891,1117.0,17.0,218.7463392550833
p11,p11\face\61.jpg,1112.3877,310.0557,1066.0,69.0,245.4784390990378
p11,p11\face\62.jpg,389.96762,930.71094,446.0,745.0,193.97984350828824
p11,p11\face\63.jpg,1124.2312,742.6781,1016.0,571.0,202.94670059217518
p11,p11\face\64.jpg,557.577,163.37985,634.0,20.0,162.47538876126748
p11,p11\face\65.jpg,1267.1135,318.4472,1115.0,5.0,348.4073361383196
p11,p11\face\66.jpg,504.61084,390.9504,529.0,231.0,161.79914970033062
p11,p11\face\67.jpg,566.2906,544.00464,473.0,68.0,485.06036995409136
p11,p11\face\68.jpg,202.30786,745.10986,316.0,452.0,314.38717670254937
p11,p11\face\69.jpg,121.21037,546.4118,219.0,285.0,279.103825327601
p11,p11\face\70.jpg,301.1709,736.8377,131.0,562.0,243.980243821093
p11,p11\face\71.jpg,329.24338,511.36194,361.0,366.0,148.79037661043472
p11,p11\face\72.jpg,411.675,267.46964,416.0,139.0,128.54241457102788
p11,p11\face\73.jpg,688.96716,802.2844,802.0,763.0,119.66489669071711
