subjcet,name,x,y,labelx,labely,error
p11,p11\face\1.jpg,179.71059,236.52866,405.0,77.0,276.0520076679393
p11,p11\face\2.jpg,1345.4072,539.6814,1133.0,125.0,465.9157481508862
p11,p11\face\3.jpg,988.47955,238.50316,892.0,308.0,118.903806643753
p11,p11\face\4.jpg,858.8031,723.9071,998.0,664.0,151.54088119010987
p11,p11\face\5.jpg,1201.109,306.98306,1184.0,80.0,227.62695633426196
p11,p11\face\6.jpg,785.14636,594.4771,746.0,566.0,48.408506947868936
p11,p11\face\7.jpg,749.26483,698.4479,880.0,560.0,190.4192742345165
p11,p11\face\8.jpg,76.57818,309.56192,131.0,239.0,89.11071063570304
p11,p11\face\9.jpg,173.92598,350.42084,223.0,367.0,51.79892058555009
p11,p11\face\10.jpg,1274.1287,201.45235,1143.0,354.0,201.16042261091022
p11,p11\face\11.jpg,510.0807,219.49092,408.0,40.0,206.48839442266484
p11,p11\face\12.jpg,950.56805,245.8263,903.0,194.0,70.34688742448027
p11,p11\face\13.jpg,317.11658,189.66235,152.0,196.0,165.23816263389338
p11,p11\face\14.jpg,185.96622,201.02261,218.0,166.0,47.46310758927664
p11,p11\face\15.jpg,567.5549,209.02911,618.0,101.0,119.22667486766541
p11,p11\face\16.jpg,667.36206,657.065,631.0,461.0,199.40833381218047
p11,p11\face\17.jpg,611.84625,840.67145,545.0,405.0,440.7698166276815
p11,p11\face\18.jpg,1329.1128,785.0065,993.0,606.0,380.808514873289
p11,p11\face\19.jpg,36.621384,571.6442,15.0,420.0,153.17785439848998
p11,p11\face\20.jpg,862.1301,113.103645,818.0,90.0,49.81211280432953
p11,p11\face\21.jpg,200.29259,318.93103,317.0,235.0,143.75339669899978
p11,p11\face\22.jpg,706.8227,378.7688,663.0,733.0,356.93160671899034
p11,p11\face\23.jpg,418.86218,337.46124,426.0,670.0,332.61534653410087
p11,p11\face\24.jpg,424.12067,645.02686,524.0,272.0,386.16694090768567
p11,p11\face\25.jpg,556.649,850.1858,564.0,553.0,297.2766887724296
p11,p11\face\26.jpg,206.31203,513.4168,197.0,499.0,17.162698725406283
p11,p11\face\27.jpg,58.85556,241.95023,243.0,247.0,184.2136688230545
p11,p11\face\28.jpg,403.86813,578.12,630.0,543.0,228.84281757627878
p11,p11\face\29.jpg,172.30524,595.4729,349.0,195.0,437.7209085136327
p11,p11\face\30.jpg,72.866104,899.3995,37.0,716.0,186.87360994466286
p11,p11\face\31.jpg,341.714,293.40616,341.0,19.0,274.4070881008725
p11,p11\face\32.jpg,463.93842,959.4153,502.0,791.0,172.66264976826923
p11,p11\face\33.jpg,1283.9785,758.1196,1231.0,520.0,243.94195966971324
p11,p11\face\34.jpg,145.5383,354.72604,122.0,198.0,158.48376420196803
p11,p11\face\35.jpg,211.47638,69.73296,353.0,213.0,201.38116843438962
p11,p11\face\36.jpg,1228.3098,375.5334,1169.0,234.0,153.4579861578569
p11,p11\face\37.jpg,1150.2451,555.8883,1195.0,293.0,266.67069170139416
