subjcet,name,x,y,labelx,labely,error
p11,p11\face\1.jpg,187.75864,223.47649,405.0,77.0,262.00986980455525
p11,p11\face\2.jpg,1383.4121,540.4866,1133.0,125.0,485.113710896734
p11,p11\face\3.jpg,1025.4092,222.91359,892.0,308.0,158.23307818294504
p11,p11\face\4.jpg,917.1993,718.7748,998.0,664.0,97.61676701840211
p11,p11\face\5.jpg,1198.9193,340.8036,1184.0,80.0,261.2299782997732
p11,p11\face\6.jpg,811.69604,629.7462,746.0,566.0,91.53988628597918
p11,p11\face\7.jpg,767.55365,716.37256,880.0,560.0,192.6046691898979
p11,p11\face\8.jpg,78.34584,316.76022,131.0,239.0,93.91013407108947
p11,p11\face\9.jpg,187.79147,313.0485,223.0,367.0,64.42363908874987
p11,p11\face\10.jpg,1268.2483,195.5562,1143.0,354.0,201.96923110340347
p11,p11\face\11.jpg,522.25543,210.40874,408.0,40.0,205.1668623492839
p11,p11\face\12.jpg,994.8982,256.7036,903.0,194.0,111.25206283199876
p11,p11\face\13.jpg,322.75177,165.62326,152.0,196.0,173.43273079028364
p11,p11\face\14.jpg,180.5133,180.37292,218.0,166.0,40.14764164783297
p11,p11\face\15.jpg,599.749,256.78433,618.0,101.0,156.84978632038363
p11,p11\face\16.jpg,718.7618,694.6986,631.0,461.0,249.63406812522604
p11,p11\face\17.jpg,632.36414,808.7684,545.0,405.0,413.11181900303944
p11,p11\face\18.jpg,1374.4082,736.76483,993.0,606.0,403.2017562585758
p11,p11\face\19.jpg,30.139627,519.5463,15.0,420.0,100.6910061074846
p11,p11\face\20.jpg,877.8458,89.6479,818.0,90.0,59.846860640434805
p11,p11\face\21.jpg,194.08786,334.6209,317.0,235.0,158.21416088051348
p11,p11\face\22.jpg,703.0345,379.58896,663.0,733.0,355.67137219630143
p11,p11\face\23.jpg,392.61816,330.26062,426.0,670.0,341.37543482213243
p11,p11\face\24.jpg,417.85712,657.65045,524.0,272.0,399.9907225486611
p11,p11\face\25.jpg,580.5105,822.10254,564.0,553.0,269.6085559426852
p11,p11\face\26.jpg,186.53622,503.84146,197.0,499.0,11.529542212418049
p11,p11\face\27.jpg,55.574486,250.63179,243.0,247.0,187.46069379672636
p11,p11\face\28.jpg,419.14978,585.46173,630.0,543.0,215.08327783965447
p11,p11\face\29.jpg,181.07936,596.8363,349.0,195.0,435.51092480556673
