subjcet,name,x,y,labelx,labely,error
p11,p11\face\1.jpg,128.33101,201.91599,405.0,77.0,303.56176008763026
p11,p11\face\2.jpg,1473.3137,609.8226,1133.0,125.0,592.339719882096
p11,p11\face\3.jpg,1056.8575,172.23465,892.0,308.0,213.56554541287787
p11,p11\face\4.jpg,1016.68774,739.4451,998.0,664.0,77.7251549180267
p11,p11\face\5.jpg,1256.5547,250.96826,1184.0,80.0,185.72648740823158
p11,p11\face\6.jpg,838.7297,551.42725,746.0,566.0,93.86776977815654
p11,p11\face\7.jpg,651.06976,641.7211,880.0,560.0,243.07899629030067
p11,p11\face\8.jpg,112.50241,189.58298,131.0,239.0,52.76554865629656
p11,p11\face\9.jpg,118.786514,308.1821,223.0,367.0,119.66618609176946
p11,p11\face\10.jpg,1315.5878,297.3495,1143.0,354.0,181.6475059180555
p11,p11\face\11.jpg,624.9907,103.535286,408.0,40.0,226.1010991376424
p11,p11\face\12.jpg,1146.4175,335.4662,903.0,194.0,281.5399616395513
p11,p11\face\13.jpg,321.62723,279.78058,152.0,196.0,189.18927567716412
p11,p11\face\14.jpg,194.61601,186.6648,218.0,166.0,31.206483372725412
p11,p11\face\15.jpg,646.3509,157.98434,618.0,101.0,63.6473764218968
p11,p11\face\16.jpg,466.00092,694.5477,631.0,461.0,285.9532167811721
p11,p11\face\17.jpg,608.716,614.20935,545.0,405.0,218.69677924011592
p11,p11\face\18.jpg,1282.976,649.64056,993.0,606.0,293.2414614059547
p11,p11\face\19.jpg,44.26004,622.8049,15.0,420.0,204.90477018300476
p11,p11\face\20.jpg,792.42334,69.28811,818.0,90.0,32.91121312286665
p11,p11\face\21.jpg,174.04765,370.6833,317.0,235.0,197.09218179572724
p11,p11\face\22.jpg,688.8566,428.35794,663.0,733.0,305.73737709020793
p11,p11\face\23.jpg,542.8708,380.30865,426.0,670.0,312.37775108832574
p11,p11\face\24.jpg,550.40906,371.42627,524.0,272.0,102.87381340445683
