subjcet,name,x,y,labelx,labely,error
p11,p11\face\1.jpg,210.77126,224.35419,405.0,77.0,243.79922579860667
p11,p11\face\2.jpg,1321.6997,586.8578,1133.0,125.0,498.9190189800345
p11,p11\face\3.jpg,995.4482,230.42593,892.0,308.0,129.30298418346732
p11,p11\face\4.jpg,804.1124,690.8956,998.0,664.0,195.7441330538415
p11,p11\face\5.jpg,1031.9131,336.62616,1184.0,80.0,298.3075829785425
p11,p11\face\6.jpg,875.03516,614.8787,746.0,566.0,137.9826118461127
p11,p11\face\7.jpg,730.73694,662.32806,880.0,560.0,180.9709705657236
p11,p11\face\8.jpg,157.6972,194.53403,131.0,239.0,51.86485687733313
p11,p11\face\9.jpg,260.11282,335.19165,223.0,367.0,48.878756249520094
p11,p11\face\10.jpg,1267.6824,182.85634,1143.0,354.0,211.74477008004234
p11,p11\face\11.jpg,467.24945,169.41405,408.0,40.0,142.33233694640512
p11,p11\face\12.jpg,996.6027,292.2796,903.0,194.0,135.72158858993288
p11,p11\face\13.jpg,348.6438,220.12837,152.0,196.0,198.1185625925799
p11,p11\face\14.jpg,208.2387,202.40181,218.0,166.0,37.687861148248885
p11,p11\face\15.jpg,505.1597,190.26614,618.0,101.0,143.87973765005967
p11,p11\face\16.jpg,663.1494,659.8361,631.0,461.0,201.41844658570872
p11,p11\face\17.jpg,651.9295,685.79846,545.0,405.0,300.4691253897811
p11,p11\face\18.jpg,1262.2217,681.52374,993.0,606.0,279.61428510986343
p11,p11\face\19.jpg,80.003006,602.08997,15.0,420.0,193.3446263314551
p11,p11\face\20.jpg,847.81305,108.650566,818.0,90.0,35.16619998085875
p11,p11\face\21.jpg,311.5113,330.10364,317.0,235.0,95.26189230222126
p11,p11\face\22.jpg,725.8594,376.4917,663.0,733.0,362.0075642338154
p11,p11\face\23.jpg,506.40927,393.00452,426.0,670.0,288.4304915183206
p11,p11\face\24.jpg,489.13745,601.6658,524.0,272.0,331.50402995288005
p11,p11\face\25.jpg,612.8219,813.84875,564.0,553.0,265.3783119199834
p11,p11\face\26.jpg,271.5566,503.79352,197.0,499.0,74.71054822195458
p11,p11\face\27.jpg,59.28183,330.93604,243.0,247.0,201.98421968064733
p11,p11\face\28.jpg,451.53552,551.6528,630.0,543.0,178.67412069533182
p11,p11\face\29.jpg,228.72104,573.13214,349.0,195.0,396.8008985939926
p11,p11\face\30.jpg,120.33047,911.3025,37.0,716.0,212.33706989124627
p11,p11\face\31.jpg,352.62827,234.3198,341.0,19.0,215.63355055510263
p11,p11\face\32.jpg,466.8514,901.76,502.0,791.0,116.20328362400092
p11,p11\face\33.jpg,1171.7715,575.18744,1231.0,520.0,80.95474297504903
p11,p11\face\34.jpg,109.73002,363.78204,122.0,198.0,166.23549043826353
p11,p11\face\35.jpg,258.20648,90.58301,353.0,213.0,154.8280674449888
p11,p11\face\36.jpg,1229.1538,360.4419,1169.0,234.0,140.0215454961307
p11,p11\face\37.jpg,1172.3945,573.92145,1195.0,293.0,281.8295002080158
p11,p11\face\38.jpg,1334.1667,209.65286,1248.0,429.0,235.66475128877462
p11,p11\face\39.jpg,773.3431,517.9198,821.0,271.0,251.47677887331864
p11,p11\face\40.jpg,730.65106,351.5293,716.0,33.0,318.8660695535039
p11,p11\face\41.jpg,982.83374,568.0006,1107.0,423.0,190.89902435580964
p11,p11\face\42.jpg,154.82716,429.55072,7.0,288.0,204.66918811218264
p11,p11\face\43.jpg,146.98239,839.9618,194.0,588.0,256.3111359997844
p11,p11\face\44.jpg,1097.0098,682.49945,894.0,466.0,296.79113289062394
p11,p11\face\45.jpg,563.966,843.51624,585.0,797.0,51.05084924841481
p11,p11\face\46.jpg,1422.002,916.984,1061.0,673.0,435.7184978572748
p11,p11\face\47.jpg,119.184975,626.23975,23.0,744.0,152.04942401650194
p11,p11\face\48.jpg,392.89325,896.5646,317.0,660.0,248.4402987263741
p11,p11\face\49.jpg,1325.8263,187.67932,1129.0,18.0,259.8685515072957
p11,p11\face\50.jpg,629.4783,268.4713,458.0,113.0,231.46517016605327
p11,p11\face\51.jpg,957.2556,882.42993,880.0,669.0,226.98186188548195
