subjcet,name,x,y,labelx,labely,error
p11,p11\face\1.jpg,176.58997,303.97278,405.0,77.0,322.0058714526802
p11,p11\face\2.jpg,1406.7123,726.21936,1133.0,125.0,660.5930101053144
p11,p11\face\3.jpg,1102.4365,294.3301,892.0,308.0,210.88005699330603
p11,p11\face\4.jpg,963.94354,827.9957,998.0,664.0,167.4946011256781
p11,p11\face\5.jpg,1216.391,223.55673,1184.0,80.0,147.16559019519474
p11,p11\face\6.jpg,912.10156,724.40424,746.0,566.0,229.524797816053
p11,p11\face\7.jpg,778.73083,819.0851,880.0,560.0,278.17354913345014
p11,p11\face\8.jpg,153.33577,227.5536,131.0,239.0,25.097939261536617
p11,p11\face\9.jpg,250.73456,422.77808,223.0,367.0,62.29285203024902
p11,p11\face\10.jpg,1248.1848,375.38895,1143.0,354.0,107.33746797484092
p11,p11\face\11.jpg,573.2675,166.9034,408.0,40.0,208.36944166251922
p11,p11\face\12.jpg,1131.0165,482.8816,903.0,194.0,368.02730027811793
p11,p11\face\13.jpg,363.17606,469.30267,152.0,196.0,345.38338073436597
p11,p11\face\14.jpg,262.1469,197.27711,218.0,166.0,54.103676064310775
p11,p11\face\15.jpg,462.19556,429.03595,618.0,101.0,363.1564530267912
p11,p11\face\16.jpg,599.61163,873.4771,631.0,461.0,413.6696863138511
p11,p11\face\17.jpg,646.8291,639.2889,545.0,405.0,255.46124033304935
p11,p11\face\18.jpg,1305.418,634.1289,993.0,606.0,313.6817156768944
p11,p11\face\19.jpg,123.432434,761.3429,15.0,420.0,358.15159150840026
p11,p11\face\20.jpg,828.4302,126.85992,818.0,90.0,38.30720580519496
p11,p11\face\21.jpg,249.81268,575.3458,317.0,235.0,346.91413067573365
p11,p11\face\22.jpg,715.5861,554.0802,663.0,733.0,186.4875163382257
p11,p11\face\23.jpg,675.1966,437.7549,426.0,670.0,340.64162803450785
p11,p11\face\24.jpg,556.6508,309.12854,524.0,272.0,49.44294178330715
p11,p11\face\25.jpg,687.1958,720.4486,564.0,553.0,207.8851658668795
p11,p11\face\26.jpg,316.0349,702.6348,197.0,499.0,235.87380762814678
p11,p11\face\27.jpg,74.51217,305.4214,243.0,247.0,178.3289238405397
p11,p11\face\28.jpg,489.4299,687.67706,630.0,543.0,201.72111007527198
p11,p11\face\29.jpg,279.81668,650.6078,349.0,195.0,460.8305341988528
p11,p11\face\30.jpg,201.93518,984.46533,37.0,716.0,315.08292559261287
p11,p11\face\31.jpg,338.7465,201.07437,341.0,19.0,182.08831991646252
p11,p11\face\32.jpg,647.3368,858.94446,502.0,791.0,160.43451131809204
p11,p11\face\33.jpg,1235.3728,549.11865,1231.0,520.0,29.445158073686326
p11,p11\face\34.jpg,103.88221,433.98242,122.0,198.0,236.67690430468707
p11,p11\face\35.jpg,276.08356,139.99866,353.0,213.0,106.04402829721248
p11,p11\face\36.jpg,1377.9894,342.39044,1169.0,234.0,235.42525518994347
p11,p11\face\37.jpg,1249.4125,541.4188,1195.0,293.0,254.3081377114189
p11,p11\face\38.jpg,1368.9595,256.18124,1248.0,429.0,210.94434248161292
p11,p11\face\39.jpg,905.1688,633.25,821.0,271.0,371.8997890897493
p11,p11\face\40.jpg,791.0484,614.8439,716.0,33.0,586.6638997330584
p11,p11\face\41.jpg,978.8002,639.01056,1107.0,423.0,251.18868965879017
p11,p11\face\42.jpg,162.34795,453.2038,7.0,288.0,226.7714295276193
p11,p11\face\43.jpg,239.65851,728.5643,194.0,588.0,147.7938214942526
p11,p11\face\44.jpg,1252.0222,842.774,894.0,466.0,519.7485569965538
p11,p11\face\45.jpg,504.07422,813.5793,585.0,797.0,82.60662498969135
p11,p11\face\46.jpg,1429.1157,947.31494,1061.0,673.0,459.0837341923584
p11,p11\face\47.jpg,150.27266,524.19275,23.0,744.0,253.99518634710384
p11,p11\face\48.jpg,445.5548,802.47144,317.0,660.0,191.89697553309693
p11,p11\face\49.jpg,1394.1826,328.01834,1129.0,18.0,407.96223783580757
p11,p11\face\50.jpg,528.41327,714.78455,458.0,113.0,605.8899704154212
p11,p11\face\51.jpg,1100.8588,1111.5957,880.0,669.0,494.64082613043576
p11,p11\face\52.jpg,1252.446,787.58826,1217.0,700.0,94.48875594482129
p11,p11\face\53.jpg,1117.2434,155.1241,864.0,86.0,262.50784214476334
p11,p11\face\54.jpg,409.47412,424.72827,228.0,714.0,341.48350527514503
p11,p11\face\55.jpg,752.47034,890.79016,800.0,715.0,182.10230641043512
p11,p11\face\56.jpg,581.6666,188.88202,534.0,0.0,194.80380755390794
p11,p11\face\57.jpg,498.2305,790.78864,464.0,151.0,640.7036902890446
p11,p11\face\58.jpg,205.35489,514.3297,143.0,293.0,229.94558629434485
p11,p11\face\59.jpg,757.7396,908.9076,727.0,713.0,198.3045913172461
p11,p11\face\60.jpg,1094.9038,206.85152,1117.0,17.0,191.13304226048933
p11,p11\face\61.jpg,1207.8818,275.61325,1066.0,69.0,250.63816985347623
p11,p11\face\62.jpg,336.7248,846.143,446.0,745.0,148.8992226830785
p11,p11\face\63.jpg,1261.313,679.68286,1016.0,571.0,268.3103089242007
p11,p11\face\64.jpg,798.1605,254.60812,634.0,20.0,286.3383460829164
p11,p11\face\65.jpg,1240.7755,324.7031,1115.0,5.0,343.5542851937667
p11,p11\face\66.jpg,642.0399,278.6407,529.0,231.0,122.66889266053762
p11,p11\face\67.jpg,518.626,525.5415,473.0,68.0,459.8107966870721
p11,p11\face\68.jpg,299.0567,797.6378,316.0,452.0,346.0528545251433
p11,p11\face\69.jpg,129.27672,600.42474,219.0,285.0,327.93754169048714
p11,p11\face\70.jpg,518.3219,862.11145,131.0,562.0,489.9848211934733
p11,p11\face\71.jpg,456.74615,652.22845,361.0,366.0,301.8179164454953
p11,p11\face\72.jpg,496.9702,196.11513,416.0,139.0,99.08740321838341
p11,p11\face\73.jpg,931.80066,845.5988,802.0,763.0,153.85309678594382
p11,p11\face\74.jpg,163.85991,221.29178,362.0,133.0,216.92149177467408
