subjcet,name,x,y,labelx,labely,error
p11,p11\face\1.jpg,138.00641,208.2555,405.0,77.0,297.512315921543
p11,p11\face\2.jpg,1302.5386,572.17065,1133.0,125.0,478.23103399403095
p11,p11\face\3.jpg,972.82666,243.8563,892.0,308.0,103.18606619991141
p11,p11\face\4.jpg,843.523,704.3831,998.0,664.0,159.6682106745109
p11,p11\face\5.jpg,1169.1202,316.69025,1184.0,80.0,237.15749974963896
p11,p11\face\6.jpg,773.3625,613.3153,746.0,566.0,54.6575163339579
p11,p11\face\7.jpg,686.4238,690.54785,880.0,560.0,233.48335393021063
p11,p11\face\8.jpg,74.4318,283.10754,131.0,239.0,71.73169817756651
p11,p11\face\9.jpg,165.78441,307.64853,223.0,367.0,82.43919693571894
p11,p11\face\10.jpg,1251.6887,228.11789,1143.0,354.0,166.31158398845824
p11,p11\face\11.jpg,489.8047,169.75186,408.0,40.0,153.38693158561455
p11,p11\face\12.jpg,917.4761,282.74185,903.0,194.0,89.91480885573021
p11,p11\face\13.jpg,295.93024,184.1879,152.0,196.0,144.41411807714647
p11,p11\face\14.jpg,173.62332,166.74664,218.0,166.0,44.38295895834839
p11,p11\face\15.jpg,535.08606,212.04124,618.0,101.0,138.58166872371686
p11,p11\face\16.jpg,598.60516,639.2093,631.0,461.0,181.12972302330724
p11,p11\face\17.jpg,611.4779,794.0464,545.0,405.0,394.6851989244086
p11,p11\face\18.jpg,1294.7212,799.57544,993.0,606.0,358.4789045397232
p11,p11\face\19.jpg,31.97322,549.93634,15.0,420.0,131.04023416016167
p11,p11\face\20.jpg,832.35925,108.29498,818.0,90.0,23.257139360850037
p11,p11\face\21.jpg,159.60321,316.7379,317.0,235.0,177.35511252146074
p11,p11\face\22.jpg,687.3758,379.6687,663.0,733.0,354.1711274228886
p11,p11\face\23.jpg,403.25128,306.69537,426.0,670.0,364.016139752072
p11,p11\face\24.jpg,395.53076,586.3922,524.0,272.0,339.627449843943
p11,p11\face\25.jpg,535.995,825.96545,564.0,553.0,274.3982905832323
p11,p11\face\26.jpg,194.37505,467.89337,197.0,499.0,31.21718589675405
p11,p11\face\27.jpg,47.170387,225.85431,243.0,247.0,196.9679641623226
p11,p11\face\28.jpg,367.06577,577.5589,630.0,543.0,265.19565300924523
p11,p11\face\29.jpg,148.48575,561.8861,349.0,195.0,418.1045211726369
p11,p11\face\30.jpg,68.14618,864.46484,37.0,716.0,151.69671892051588
p11,p11\face\31.jpg,311.48804,291.708,341.0,19.0,274.30021759925745
p11,p11\face\32.jpg,446.55072,935.93555,502.0,791.0,155.18033234554886
p11,p11\face\33.jpg,1266.2375,734.01,1231.0,520.0,216.8916059924865
p11,p11\face\34.jpg,95.42169,364.67514,122.0,198.0,168.78094623653465
p11,p11\face\35.jpg,185.87445,63.86861,353.0,213.0,223.9891093195158
p11,p11\face\36.jpg,1185.3315,376.6341,1169.0,234.0,143.56602357452127
p11,p11\face\37.jpg,1124.3628,586.7511,1195.0,293.0,302.1246896978133
p11,p11\face\38.jpg,1340.6481,233.13402,1248.0,429.0,216.67290656078808
