subject,name,x,y,labelx,labely,error
p06,p06\face\1.jpg,573.36755,685.1688,645.0,813.0,146.53333265207954
p06,p06\face\2.jpg,1311.009,295.00778,1562.0,107.0,313.5974977977344
p06,p06\face\3.jpg,1152.376,490.38675,1274.0,555.0,137.72173172969107
p06,p06\face\4.jpg,100.99406,524.4756,124.0,921.0,397.1912322798679
p06,p06\face\5.jpg,863.4783,593.931,1183.0,761.0,360.56368629550036
p06,p06\face\6.jpg,811.7001,93.847725,964.0,416.0,356.33882664537134
p06,p06\face\7.jpg,1276.1626,437.43497,1421.0,488.0,153.41021906150843
p06,p06\face\8.jpg,521.4884,618.8963,590.0,892.0,281.5661001434654
p06,p06\face\9.jpg,1003.8755,266.47577,1347.0,588.0,470.22574365936197
p06,p06\face\10.jpg,1245.4436,293.5154,1191.0,559.0,271.009556450506
p06,p06\face\11.jpg,1090.8446,577.056,1102.0,577.0,11.155536019695278
p06,p06\face\12.jpg,900.1463,215.85603,951.0,441.0,230.81573244419454
p06,p06\face\13.jpg,134.5801,154.88712,115.0,99.0,59.217816203059826
p06,p06\face\14.jpg,1338.5632,575.36414,1482.0,867.0,325.0008894218599
p06,p06\face\15.jpg,1162.7871,603.8589,1447.0,692.0,297.56651042246
p06,p06\face\16.jpg,73.48306,204.25136,127.0,359.0,163.74127481525542
p06,p06\face\17.jpg,395.7314,408.40247,497.0,476.0,121.75694201846358
p06,p06\face\18.jpg,1277.8717,295.39767,1572.0,72.0,369.3480320104603
p06,p06\face\19.jpg,1116.7986,787.1611,1315.0,1040.0,321.2651990567917
p06,p06\face\20.jpg,41.229683,531.3113,64.0,318.0,214.52317218950964
p06,p06\face\21.jpg,1201.9387,632.0383,1164.0,775.0,147.91005633703546
p06,p06\face\22.jpg,572.1179,757.6251,770.0,828.0,210.02366868105605
p06,p06\face\23.jpg,1201.0544,495.67523,1322.0,237.0,285.5533279879609
p06,p06\face\24.jpg,302.37717,138.08456,319.0,402.0,264.43842324348407
p06,p06\face\25.jpg,548.9409,104.711334,987.0,33.0,443.88994272229235
p06,p06\face\26.jpg,1370.352,681.94885,1439.0,901.0,229.55597424702324
p06,p06\face\27.jpg,756.1988,253.39905,1122.0,250.0,365.8170008692871
p06,p06\face\28.jpg,457.3962,733.69366,562.0,890.0,188.07877339030048
p06,p06\face\29.jpg,132.42258,672.43976,184.0,897.0,230.4073159645761
p06,p06\face\30.jpg,3.1946483,116.04058,307.0,325.0,368.72989351963315
p06,p06\face\31.jpg,886.9876,686.7651,1003.0,939.0,277.63524294476736
p06,p06\face\32.jpg,1171.9111,660.81647,1147.0,1000.0,340.0970909166969
p06,p06\face\33.jpg,675.1894,314.34286,919.0,909.0,642.6979753352269
p06,p06\face\34.jpg,911.7498,113.5279,1202.0,249.0,320.3090060785054
p06,p06\face\35.jpg,1162.0796,659.9972,1402.0,735.0,251.37069551262334
p06,p06\face\36.jpg,500.67795,12.890799,805.0,36.0,305.1982194001138
p06,p06\face\37.jpg,1147.1357,651.0513,1259.0,933.0,303.3293512215724
p06,p06\face\38.jpg,334.29495,605.4035,716.0,655.0,384.9137078619051
p06,p06\face\39.jpg,1054.6034,33.145515,1247.0,9.0,193.90580429038218
p06,p06\face\40.jpg,895.9168,536.56445,1184.0,662.0,314.2069381792834
p06,p06\face\41.jpg,1161.8457,183.87367,1406.0,179.0,244.20293654817092
p06,p06\face\42.jpg,765.4031,621.5184,813.0,950.0,331.9121095071706
p06,p06\face\43.jpg,582.1964,494.6007,720.0,574.0,159.04112086187018
p06,p06\face\44.jpg,1350.196,658.63885,1290.0,938.0,285.7730059636494
p06,p06\face\45.jpg,1453.7913,741.6913,1521.0,1002.0,268.8450122747305
p06,p06\face\46.jpg,376.57233,460.71017,594.0,897.0,487.46652128633406
p06,p06\face\47.jpg,722.6554,609.9187,450.0,846.0,360.6595953943275
p06,p06\face\48.jpg,819.25354,189.84084,386.0,261.0,439.0583674182739
p06,p06\face\49.jpg,1356.5225,604.0374,1446.0,918.0,326.4639863369312
p06,p06\face\50.jpg,742.9555,813.01514,925.0,944.0,224.27044917911053
p06,p06\face\51.jpg,76.60287,192.6659,319.0,176.0,242.96938303776054
p06,p06\face\52.jpg,1109.594,25.707722,1422.0,100.0,321.1181392805458
p06,p06\face\53.jpg,958.1161,668.2184,817.0,931.0,298.2749229947097
p06,p06\face\54.jpg,1330.8495,397.07947,1592.0,595.0,327.6768606416999
p06,p06\face\55.jpg,594.3337,705.21936,444.0,812.0,184.39718086917708
p06,p06\face\56.jpg,1131.6141,349.71463,1503.0,595.0,445.0756958091511
p06,p06\face\57.jpg,248.7536,267.46225,434.0,852.0,613.1888473382405
p06,p06\face\58.jpg,1078.7507,714.7065,1311.0,1015.0,379.6260289745686
