subject,name,x,y,labelx,labely,error
p11,p11\face\1.jpg,397.7981,80.18608,405.0,77.0,7.875184798721467
p11,p11\face\2.jpg,1354.2108,465.1985,1133.0,125.0,405.79457164309133
p11,p11\face\3.jpg,972.471,288.22586,892.0,308.0,82.86494801407288
p11,p11\face\4.jpg,830.5878,850.4447,998.0,664.0,250.5762577290594
p11,p11\face\5.jpg,1286.0933,116.88153,1184.0,80.0,108.55082335017086
p11,p11\face\6.jpg,649.7161,576.6527,746.0,566.0,96.87138602129887
p11,p11\face\7.jpg,874.7418,421.6686,880.0,560.0,138.43129218587103
p11,p11\face\8.jpg,155.38365,149.03133,131.0,239.0,93.2144023458151
p11,p11\face\9.jpg,241.75275,404.43726,223.0,367.0,41.871393851254524
p11,p11\face\10.jpg,1165.1821,330.15967,1143.0,354.0,32.563911392756744
p11,p11\face\11.jpg,496.55246,222.13898,408.0,40.0,202.5244294677805
p11,p11\face\12.jpg,1239.6389,206.76697,903.0,194.0,336.88091367722217
p11,p11\face\13.jpg,404.60028,336.02963,152.0,196.0,288.8169024226248
p11,p11\face\14.jpg,223.42088,129.56798,218.0,166.0,36.83311312740548
p11,p11\face\15.jpg,346.2144,49.682835,618.0,101.0,276.5879154988518
p11,p11\face\16.jpg,399.32138,520.1512,631.0,461.0,239.11053438995532
p11,p11\face\17.jpg,629.7717,348.48187,545.0,405.0,101.88495925245786
p11,p11\face\18.jpg,1090.8958,564.78644,993.0,606.0,106.2173984909605
p11,p11\face\19.jpg,123.345795,518.5744,15.0,420.0,146.4777273491605
p11,p11\face\20.jpg,843.79694,161.386,818.0,90.0,75.90417221322554
p11,p11\face\21.jpg,278.29373,189.4899,317.0,235.0,59.7439932257838
p11,p11\face\22.jpg,622.39215,356.5976,663.0,733.0,378.58653650783725
p11,p11\face\23.jpg,646.00244,311.4322,426.0,670.0,420.68034554160005
p11,p11\face\24.jpg,830.172,263.66696,524.0,272.0,306.2853678556976
p11,p11\face\25.jpg,647.74207,722.8356,564.0,553.0,189.359064923626
p11,p11\face\26.jpg,335.9417,269.36234,197.0,499.0,268.399437056973
p11,p11\face\27.jpg,272.41824,185.19244,243.0,247.0,68.45149328972853
p11,p11\face\28.jpg,477.86844,403.60654,630.0,543.0,206.3360047955761
p11,p11\face\29.jpg,408.13556,293.15338,349.0,195.0,114.59101442057968
p11,p11\face\30.jpg,157.18993,730.6455,37.0,716.0,121.07893861031323
p11,p11\face\31.jpg,319.1723,203.99321,341.0,19.0,186.27650818071504
p11,p11\face\32.jpg,581.07367,529.937,502.0,791.0,272.77560603910314
p11,p11\face\33.jpg,1399.1262,440.73163,1231.0,520.0,185.8760297550494
p11,p11\face\34.jpg,167.98306,181.58055,122.0,198.0,48.82663747734171
p11,p11\face\35.jpg,231.89793,167.44638,353.0,213.0,129.3864049924682
p11,p11\face\36.jpg,1494.8103,360.56293,1169.0,234.0,349.5290022837876
p11,p11\face\37.jpg,1309.2119,713.83826,1195.0,293.0,436.06100848963786
p11,p11\face\38.jpg,1136.358,292.59326,1248.0,429.0,176.26890412803957
p11,p11\face\39.jpg,1023.0321,405.4724,821.0,271.0,242.69281960433028
p11,p11\face\40.jpg,838.3765,193.9512,716.0,33.0,202.19125769305654
p11,p11\face\41.jpg,1080.568,182.87723,1107.0,423.0,241.57317246799158
