subject,name,x,y,labelx,labely,error
p03,p03\face\1.jpg,1151.0243,727.6866,1197.0,683.0,64.11439970864579
p03,p03\face\2.jpg,174.64476,220.07469,316.0,348.0,190.64676105300086
p03,p03\face\3.jpg,210.51698,353.51578,405.0,444.0,214.501839298641
p03,p03\face\4.jpg,264.71912,231.73795,370.0,144.0,137.04747979714912
p03,p03\face\5.jpg,1361.9865,144.59291,1367.0,247.0,102.52974035005649
p03,p03\face\6.jpg,112.080925,203.98663,89.0,222.0,29.278157562488563
p03,p03\face\7.jpg,289.1606,711.3868,511.0,135.0,617.6037868245304
p03,p03\face\8.jpg,1068.8209,614.8288,1283.0,366.0,328.3115065185806
p03,p03\face\9.jpg,1247.3573,638.25183,1377.0,383.0,286.2878386563076
p03,p03\face\10.jpg,563.92175,523.51685,689.0,207.0,340.3343714275712
p03,p03\face\11.jpg,1040.0555,515.67865,1044.0,729.0,213.35781821566792
p03,p03\face\12.jpg,429.78494,160.07631,466.0,390.0,232.75831584231315
p03,p03\face\13.jpg,1150.5132,775.44586,1344.0,673.0,218.93447578556467
p03,p03\face\14.jpg,989.3316,557.9914,1093.0,495.0,121.30561707676607
p03,p03\face\15.jpg,339.6078,319.82632,522.0,329.0,182.62276478782704
p03,p03\face\16.jpg,1070.5502,688.5359,1061.0,654.0,35.8320174101276
p03,p03\face\17.jpg,486.04407,102.2933,576.0,225.0,152.14796714465166
p03,p03\face\18.jpg,418.35928,152.11888,469.0,352.0,206.19636613250486
p03,p03\face\19.jpg,238.08685,510.53897,257.0,557.0,50.16307634620932
p03,p03\face\20.jpg,439.98544,661.1405,130.0,800.0,339.665920427705
p03,p03\face\21.jpg,1402.1135,426.35,1337.0,335.0,112.18107572135328
p03,p03\face\22.jpg,660.3256,201.50291,733.0,258.0,92.05153638892997
p03,p03\face\23.jpg,246.58992,690.7396,213.0,577.0,118.59588683845658
p03,p03\face\24.jpg,954.55176,759.40656,988.0,860.0,106.00861366830055
p03,p03\face\25.jpg,1336.077,760.5316,1395.0,564.0,205.17454459557112
p03,p03\face\26.jpg,1161.2703,47.621387,1278.0,230.0,216.53589302642183
p03,p03\face\27.jpg,975.93256,168.43234,904.0,10.0,173.99741265138113
p03,p03\face\28.jpg,200.82422,922.52985,406.0,897.0,206.7580107275169
p03,p03\face\29.jpg,30.94227,496.8428,6.0,87.0,410.60106475142027
