subject,name,x,y,labelx,labely,error
p03,p03\face\1.jpg,1171.0497,646.2245,1197.0,683.0,45.00952454541913
p03,p03\face\2.jpg,99.13729,370.15894,316.0,348.0,217.99185585418093
p03,p03\face\3.jpg,87.81545,238.47661,405.0,444.0,377.94958741213094
p03,p03\face\4.jpg,156.50613,166.0991,370.0,144.0,214.6345731703073
p03,p03\face\5.jpg,1364.3536,148.64534,1367.0,247.0,98.39025155757302
p03,p03\face\6.jpg,93.26685,436.6853,89.0,222.0,214.72769820169916
p03,p03\face\7.jpg,209.2176,330.85797,511.0,135.0,359.76793735684674
p03,p03\face\8.jpg,1077.3354,407.02774,1283.0,366.0,209.7169129892723
p03,p03\face\9.jpg,1262.952,307.5052,1377.0,383.0,136.77136487583942
p03,p03\face\10.jpg,486.7,318.13422,689.0,207.0,230.8161639974549
p03,p03\face\11.jpg,1163.113,605.219,1044.0,729.0,171.78373713407797
p03,p03\face\12.jpg,395.361,167.46133,466.0,390.0,233.48089456098973
p03,p03\face\13.jpg,1164.3871,475.98373,1344.0,673.0,266.6012208102206
p03,p03\face\14.jpg,1089.6705,513.8758,1093.0,495.0,19.167184220112624
p03,p03\face\15.jpg,206.71254,259.1753,522.0,329.0,322.9267525306629
p03,p03\face\16.jpg,1079.1307,606.3476,1061.0,654.0,50.98505017940921
p03,p03\face\17.jpg,379.46225,241.3109,576.0,225.0,197.2134194533932
p03,p03\face\18.jpg,352.05307,150.33784,469.0,352.0,233.11844829935703
p03,p03\face\19.jpg,113.1585,544.4533,257.0,557.0,144.38765501896276
p03,p03\face\20.jpg,331.78278,584.165,130.0,800.0,295.46750561609986
p03,p03\face\21.jpg,1381.1558,226.30336,1337.0,335.0,117.32302163791213
p03,p03\face\22.jpg,708.35876,215.91002,733.0,258.0,48.772503319781784
p03,p03\face\23.jpg,214.26982,691.6917,213.0,577.0,114.69873923130106
p03,p03\face\24.jpg,974.62225,699.7573,988.0,860.0,160.80012340635813
p03,p03\face\25.jpg,1391.0929,385.13947,1395.0,564.0,178.90320685184767
p03,p03\face\26.jpg,1241.3042,178.31538,1278.0,230.0,63.38676003438139
p03,p03\face\27.jpg,1062.118,153.93797,904.0,10.0,213.82107736376224
p03,p03\face\28.jpg,129.60745,643.0495,406.0,897.0,375.3447790032519
p03,p03\face\29.jpg,17.21914,197.12856,6.0,87.0,110.69854546808644
p03,p03\face\30.jpg,1058.027,68.3988,998.0,142.0,94.9756496341957
p03,p03\face\31.jpg,1357.1067,598.1108,1240.0,545.0,128.58744288907062
p03,p03\face\32.jpg,1341.8126,578.71783,1321.0,631.0,56.27246296271939
p03,p03\face\33.jpg,635.5495,673.52563,561.0,807.0,152.8824226529983
p03,p03\face\34.jpg,772.95654,504.4057,951.0,466.0,182.1385976392703
p03,p03\face\35.jpg,719.7506,100.828156,710.0,139.0,39.39751340503611
p03,p03\face\36.jpg,676.04694,577.1729,1018.0,766.0,390.6245799997742
p03,p03\face\37.jpg,1242.435,678.6137,1164.0,787.0,133.78956044615364
p03,p03\face\38.jpg,1086.673,576.8104,1282.0,724.0,244.57600429109965
p03,p03\face\39.jpg,85.7633,413.9613,215.0,502.0,156.3743442732055
p03,p03\face\40.jpg,1367.6443,108.433655,1294.0,197.0,115.18454113128637
p03,p03\face\41.jpg,257.4889,85.05571,370.0,233.0,185.866257359963
p03,p03\face\42.jpg,568.54535,690.05133,605.0,882.0,195.37971843310658
p03,p03\face\43.jpg,875.673,591.1582,942.0,695.0,123.21685580588193
p03,p03\face\44.jpg,1091.4901,653.6248,978.0,651.0,113.52046294749022
